UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,NO3toP,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,SITE_ID,VISIT_NO,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
7338,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,108,<LRL (0.02),1210472,0.01,L,0.017,0.02,7/25/2012,5,,1210472,0.002,,0.0084,0.004,7/21/2012,1,,1210472,,1318,11/5/2012,108,,1210472,0.02,,7.801,0.04,7/23/2012,3,,1210472,0.03,,7.644,0.06,7/21/2012,1,,1210472,,,15,5,7/21/2012,1,,1210472,,,158.6,2,8/10/2012,21,,1210472,0.1,,2.95,0.2,11/5/2012,108,,1210472,0.01,,11.34,0.02,7/23/2012,3,<LRL (0.02),1210472,0.01,ND,0.002,0.02,7/23/2012,3,,1210472,0.01,ND,0.002,0.02,7/23/2012,3,<LRL (0.02),1210472,0.01,ND,0,0.02,7/27/2012,7,,1210472,0.01,,0.174,0.02,7/21/2012,1,,1210472,,8.16,11/5/2012,108,,1210472,0.04,,0.553,0.08,7/27/2012,7,,1210472,2,,31,4,7/24/2012,4,,1210472,0.005,,14.013,0.01,11/5/2012,108,1210472,0.02,,6.174,0.04,7/23/2012,3,,1210472,0.09,,4.973,0.18,6.45E-05,NA,NA,,NA,,,,NA,NA,7/21/2012,1,,1210472,,L,0.66,2,,,,,,,,,,,,,,,,,,,650750,,650753,,NLA12_CA_R01,1,7/20/2012,198.57,Region_9,ALPINE LAKE,18,18050005,37.94905065,-122.6274594,NLA12_CA_R01,,_2287484.295,372907.5508
7339,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120725.1,120721.1,121105.1,120725.1,120723.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,108,<LRL (0.02),1210466,0.01,ND,0,0.02,7/25/2012,5,,1210466,0.002,,0.013,0.004,7/21/2012,1,,1210466,,1475,11/5/2012,108,,1210466,0.02,,20.87,0.04,7/23/2012,3,,1210466,0.03,,0.484,0.06,7/21/2012,1,,1210466,,,30,5,7/21/2012,1,,1210466,,,146.7,2,8/10/2012,21,,1210466,0.1,,10.07,0.2,11/5/2012,108,,1210466,0.01,,5.156,0.02,7/23/2012,3,<LRL (0.02),1210466,0.01,ND,0.002,0.02,7/23/2012,3,,1210466,0.01,ND,0.002,0.02,7/23/2012,3,<LRL (0.02),1210466,0.01,ND,0,0.02,7/25/2012,5,,1210466,0.01,,1.271,0.02,7/21/2012,1,,1210466,,7.99,11/5/2012,108,,1210466,0.04,,0.942,0.08,7/25/2012,5,,1210466,2,,136,4,7/23/2012,3,,1210466,0.005,,3.051,0.01,11/5/2012,108,1210466,0.02,,1.787,0.04,7/23/2012,3,,1210466,0.09,,2.846,0.18,1.47E-05,NA,NA,,NA,,,,NA,NA,7/21/2012,1,,1210466,,,12.76,2,,,,,,,,,,,,,,,,,,,648500,,648503,,NLA12_NY_R04,1,7/20/2012,94.43,Region_2,NY_R04,4,4150303,44.39373075,-75.67976887,NLA12_NY_R04,,1602240.401,943376.7734
7340,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,109,<LRL (0.02),1210475,0.01,ND,0.003,0.02,7/25/2012,6,,1210475,0.002,,0.0076,0.004,7/21/2012,2,,1210475,,192,11/5/2012,109,,1210475,0.02,,3.667,0.04,7/23/2012,4,,1210475,0.03,,2.05,0.06,7/21/2012,2,,1210475,,,5,5,7/21/2012,2,,1210475,,,35.2,2,8/10/2012,22,,1210475,0.1,,1.52,0.2,11/5/2012,109,,1210475,0.01,,0.665,0.02,7/23/2012,4,<LRL (0.02),1210475,0.01,ND,0,0.02,7/23/2012,4,,1210475,0.01,ND,0,0.02,7/23/2012,4,<LRL (0.02),1210475,0.01,ND,0,0.02,7/27/2012,8,,1210475,0.01,,0.14,0.02,7/21/2012,2,,1210475,,7.38,11/5/2012,109,,1210475,0.04,,0.203,0.08,7/27/2012,8,,1210475,2,,9,4,7/24/2012,5,,1210475,0.005,,1.645,0.01,11/5/2012,109,1210475,0.02,,1.78,0.04,7/23/2012,4,,1210475,0.09,,3.683,0.18,0,NA,NA,,NA,,,,NA,NA,7/21/2012,2,,1210475,,L,0.56,2,,,,,,,,,,,,,,,,,,,648620,,648623,,NLA12_NY_R11,1,7/19/2012,336.59,Region_2,NY_R11,2,2020006,42.06057748,-74.17588801,NLA12_NY_R11,,1778106.038,715972.8412
7341,REGULAR,WPCL,NA,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,NA,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,L_378_12_12_2516,,L_378_12_12_2516,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,NA,,NA,NA,,NA,NA,,NA,,NLA2012_CA_111,0.0024,L,0.0052,0.02,7/19/2012,0,,NLA2012_CA_111,,340,7/19/2012,0,,NLA2012_CA_111,0.01,,3.47,0.03,7/19/2012,0,,NLA2012_CA_111,0.04,,3.68,0.2,7/19/2012,0,,NLA2012_CA_111,5,,10,5,7/19/2012,0,,NLA2012_CA_111,0.1,,51,0.3,7/19/2012,0,,NLA2012_CA_111,0.5,,1.8,1,7/19/2012,0,,NLA2012_CA_111,0.003,,1.24,0.01,7/19/2012,0,,NLA2012_CA_111,0.005,ND,0.005,0.01,7/19/2012,0,,NLA2012_CA_111,0.005,ND,0.005,0.01,,NA,,NA,NA,,NA,NA,7/19/2012,0,,NLA2012_CA_111,0.0208,,0.0643,0.05,7/19/2012,0,,NLA2012_CA_111,X3,7.05,7/19/2012,0,,NLA2012_CA_111,0.01,,0.69,0.03,7/19/2012,0,,NLA2012_CA_111,4.1,L,7.2,10,7/19/2012,0,,NLA2012_CA_111,0.018,,8.97,0.1,7/19/2012,0,NLA2012_CA_111,0.003,,2.89,0.01,7/19/2012,0,,NLA2012_CA_111,0.08,X2,1.82,0.4,0.000694444,NA,NA,7/19/2012,0,NLA2012_CA_111,0.3,L,1,2,7/19/2012,0,,NLA2012_CA_111,,K,NA,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_14,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_15,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,639260,,639263,,NLA12_CA_111,1,7/19/2012,488.8,Region_9,Lake Combie,18,18020126,39.013583,-121.0410833,NLA12_CA_111,CA_NLA12NEW,_2123398.544,451032.1514
7344,REGULAR,WRS,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120726.1,,,120724.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,107,<LRL (0.02),1210489,0.01,ND,0.005,0.02,7/25/2012,3,,1210489,0.002,,0.028,0.004,7/24/2012,2,,1210489,,4041,11/6/2012,107,,1210489,0.02,,53.5,0.04,7/26/2012,4,,1210489,0.03,,37.995,0.06,7/24/2012,2,,1210489,,,9,5,7/24/2012,2,,1210489,,,667,2,8/14/2012,23,,1210489,0.1,,5.85,0.2,11/6/2012,107,,1210489,0.01,,23.48,0.02,7/26/2012,4,<LRL (0.02),1210489,0.01,L,0.015,0.02,7/26/2012,4,,1210489,0.01,L,0.015,0.02,7/26/2012,4,<LRL (0.02),1210489,0.01,ND,0,0.02,7/27/2012,5,,1210489,0.01,,0.923,0.02,7/24/2012,2,,1210489,,8.73,11/6/2012,107,,1210489,0.04,,19.47,0.08,7/27/2012,5,,1210489,2,,219,4,7/24/2012,2,,1210489,0.005,,17.206,0.01,11/6/2012,107,1210489,0.02,,42.98,0.04,7/26/2012,4,,1210489,0.09,,89.49,0.18,6.85E-05,NA,NA,,NA,,,,NA,NA,7/24/2012,2,,1210489,,,8.08,2,,,,,,,,,,,,,,,,,,,649610,,649613,,NLA12_NE_101,1,7/22/2012,593.39,Region_7,Harlan County Lake,10,10250009,40.06311139,-99.29220135,NLA12_NE_101,NE_NLA07RVT,_278294.1,292083.5139
7350,REGULAR,WRS,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,,,120725.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106,<LRL (0.02),1210495,0.01,ND,0,0.02,7/30/2012,7,,1210495,0.002,,0.053,0.004,7/25/2012,2,,1210495,,5535,11/6/2012,106,,1210495,0.02,,47.41,0.04,7/26/2012,3,,1210495,0.03,,13.345,0.06,7/25/2012,2,,1210495,,,23,5,7/25/2012,2,,1210495,,,747,2,8/14/2012,22,,1210495,0.1,,10.88,0.2,11/6/2012,106,,1210495,0.01,,50.6,0.02,7/26/2012,3,<LRL (0.02),1210495,0.01,ND,0.002,0.02,7/26/2012,3,,1210495,0.01,ND,0.002,0.02,7/26/2012,3,<LRL (0.02),1210495,0.01,ND,0,0.02,7/27/2012,4,,1210495,0.01,,1.564,0.02,7/25/2012,2,,1210495,,8.4,11/6/2012,106,,1210495,0.04,,9.714,0.08,7/27/2012,4,,1210495,2,,153,4,7/26/2012,3,,1210495,0.005,,46.454,0.01,11/6/2012,106,1210495,0.02,,42.15,0.04,7/26/2012,3,,1210495,0.09,,125.173,0.18,1.31E-05,NA,NA,,NA,,,,NA,NA,7/25/2012,2,,1210495,,,7.65,2,,,,,,,,,,,,,,,,,,,636770,,636773,,NLA12_ND_114,1,7/23/2012,525.31,Region_8,Alkaline Lake,10,10130103,46.83158041,-99.7647378,NLA12_ND_114,ND_NLA07RVT,_288317.174,1047973.78
7357,REGULAR,WRS,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120731.1,,,120724.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106,<LRL (0.02),1210487,0.01,ND,0,0.02,7/25/2012,2,,1210487,0.002,,0.019,0.004,7/24/2012,1,,1210487,,2784,11/6/2012,106,,1210487,0.02,,78.95,0.04,7/26/2012,3,,1210487,0.03,,14.489,0.06,7/24/2012,1,,1210487,,,36,5,7/24/2012,1,,1210487,,,833,2,8/14/2012,22,,1210487,0.1,,15.98,0.2,11/6/2012,106,,1210487,0.01,,37.19,0.02,7/26/2012,3,<LRL (0.02),1210487,0.01,ND,0,0.02,7/26/2012,3,,1210487,0.01,ND,0,0.02,7/26/2012,3,<LRL (0.02),1210487,0.01,ND,0,0.02,7/27/2012,4,,1210487,0.01,,1.841,0.02,7/24/2012,1,,1210487,,8.52,11/6/2012,106,,1210487,0.04,,22.89,0.08,7/27/2012,4,,1210487,2,,304,4,7/24/2012,1,,1210487,0.005,,22.179,0.01,11/6/2012,106,1210487,0.02,,36.67,0.04,7/31/2012,8,,1210487,0.09,,285.722,0.18,0,NA,NA,,NA,,,,NA,NA,7/24/2012,1,,1210487,,,11.47,2,,,,,,,,,,,,,,,,,,,632270,,632273,,NLA12_SD_133,1,7/23/2012,589.88,Region_8,Unnamed,10,10140103,44.47740626,-99.31405069,NLA12_SD_133,SD_NLA12NEW,_262934.7453,785331.6977
7360,REGULAR,WRS,121106.1,120730.1,120725.1,121106.1,120726.1,120725,130131.3,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,,,120725.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106,<LRL (0.02),1210498,0.01,ND,0.003,0.02,7/30/2012,7,,1210498,0.002,,0.015,0.004,7/25/2012,2,,1210498,,278.2,11/6/2012,106,,1210498,0.02,,3.937,0.04,7/26/2012,3,,1210498,0.03,,6.363,0.06,7/25/2012,2,,1210498,,,5,5,1/31/2013,192,>HT,1210498,,H,55.9,2,8/14/2012,22,,1210498,0.1,,1.04,0.2,11/6/2012,106,,1210498,0.01,,1.022,0.02,7/26/2012,3,,1210498,0.01,,0.042,0.02,7/26/2012,3,,1210498,0.01,,0.044,0.02,7/26/2012,3,<LRL (0.02),1210498,0.01,L,0.001,0.02,7/27/2012,4,,1210498,0.01,,0.121,0.02,7/25/2012,2,,1210498,,7.67,11/6/2012,106,,1210498,0.04,,0.847,0.08,7/27/2012,4,,1210498,2,,10,4,7/26/2012,3,,1210498,0.005,,5.042,0.01,11/6/2012,106,1210498,0.02,,3.494,0.04,7/26/2012,3,,1210498,0.09,,7.039,0.18,0.0042,NA,NA,,NA,,,,NA,NA,7/25/2012,2,,1210498,,L,0.95,2,,,,,,,,,,,,,,,,,,,648740,,648743,,NLA12_PA_R10,1,7/23/2012,424.77,Region_3,"TIPTON, PA",2,2050302,40.67933272,-78.32911925,NLA12_PA_R10,,1472684.825,493608.3432
7361,REGULAR,WRS,121106.1,120730.1,120726.1,121106.1,120726.1,120726,120726.1,120814.1,121106.1,120726.1,120726.1,120726.1,120801.1,120726.1,121106.1,120801.1,120726.1,121106.1,120726.1,,,120726.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,105,<LRL (0.02),1210521,0.01,ND,0.003,0.02,7/30/2012,6,,1210521,0.002,,0.02,0.004,7/26/2012,2,,1210521,,52.7,11/6/2012,105,,1210521,0.02,,4.43,0.04,7/26/2012,2,,1210521,0.03,,7.341,0.06,7/26/2012,2,,1210521,,L,2,5,7/26/2012,2,,1210521,,,66.6,2,8/14/2012,21,,1210521,0.1,,1.44,0.2,11/6/2012,105,,1210521,0.01,,0.989,0.02,7/26/2012,2,<LRL (0.02),1210521,0.01,ND,0.008,0.02,7/26/2012,2,,1210521,0.01,ND,0.008,0.02,7/26/2012,2,<LRL (0.02),1210521,0.01,ND,0,0.02,8/1/2012,8,,1210521,0.01,,0.141,0.02,7/26/2012,2,,1210521,,6.63,11/6/2012,105,,1210521,0.04,,0.693,0.08,8/1/2012,8,,1210521,2,,22,4,7/26/2012,2,,1210521,0.005,,2.923,0.01,11/6/2012,105,1210521,0.02,,4.27,0.04,7/26/2012,2,,1210521,0.09,,13.911,0.18,0.000363636,NA,NA,,NA,,,,NA,NA,7/26/2012,2,,1210521,,L,0.9,2,,,,,,,,,,,,,,,,,,,648650,,648653,,NLA12_PA_R11,1,7/24/2012,646.39,Region_3,Heritage Lake,5,5020004,39.75769613,-79.55160947,NLA12_PA_R11,,1389642.814,373601.6232
7364,REGULAR,OKDEQ,NA,NH3_20120725,ANC_20120807,CA_20120727,CL_20120802,COLOR_20120725,COND_20120725,DOC_20120801,MG_20120727,NO2NO3_00104,NO2NO3_00104,NA,TN_20120911,PH_20120725,K_20120727,TP_20120731,SIO2_20120727,NA_20120727,SO4_20120802,,TSS_20120725,TURB_20120725,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,NA,,NA,NA,,NA,NA,7/25/2012,2,,NLA_OK_306,0.013,L,0.1,0.1,8/7/2012,15,,NLA_OK_306,,3190,7/27/2012,4,,NLA_OK_306,0.13,,20.7,1,8/2/2012,10,,NLA_OK_306,0.391,,37.7,10,7/25/2012,2,,NLA_OK_306,N/A,,20,1,7/25/2012,2,,NLA_OK_306,N/A,,440,2,8/1/2012,9,,NLA_OK_306,0.061,,7.98,0.5,7/27/2012,4,,NLA_OK_306,0.12,,26.4,1,7/25/2012,2,,NLA_OK_306,0.008,L,0.05,0.05,7/25/2012,2,,NLA_OK_306,0.008,L,0.05,0.05,,NA,,NA,NA,,NA,NA,9/11/2012,50,,NLA_OK_306,CALC,,0.57,0.1,7/25/2012,2,,NLA_OK_306,,8.12,7/27/2012,4,,NLA_OK_306,0.14,,3.27,1,7/31/2012,8,,NLA_OK_306,4,L,5,5,7/27/2012,4,,NLA_OK_306,0.011,,4.56,0.05,7/27/2012,4,NLA_OK_306,0.14,,23.8,1,8/2/2012,10,,NLA_OK_306,0.894,,14.4,10,0.01,NA,NA,7/25/2012,2,NLA_OK_306,N/A,,12,10,7/25/2012,2,,NLA_OK_306,N/A,,3.26,0.2,,,,,,,,,,,,,,,,,,,642410,,642413,,NLA12_OK_306,1,7/23/2012,309.5,Region_6,Unnamed,11,11100303,35.83096575,-97.27012902,NLA12_OK_306,OK_NLA12NEW_NotOKSF,_113722.0216,_186216.4861
7366,REGULAR,WPCL,NA,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,NA,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,L_387_12_12_2617,,L_387_12_12_2617,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt_Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,NA,,NA,NA,,NA,NA,,NA,,NLA2012_CA_200,0.0024,L,0.0031,0.02,7/25/2012,2,,NLA2012_CA_200,,144,7/25/2012,2,,NLA2012_CA_200,0.01,,0.98,0.03,7/25/2012,2,,NLA2012_CA_200,0.04,L,0.19,0.2,7/25/2012,2,,NLA2012_CA_200,5,ND,5,5,7/25/2012,2,,NLA2012_CA_200,0.1,,16,0.3,7/25/2012,2,,NLA2012_CA_200,0.5,,1.04,1,7/25/2012,2,,NLA2012_CA_200,0.003,,0.16,0.01,7/25/2012,2,,NLA2012_CA_200,0.005,ND,0.005,0.01,7/25/2012,2,,NLA2012_CA_200,0.005,ND,0.005,0.01,,NA,,NA,NA,,NA,NA,7/25/2012,2,,NLA2012_CA_200,0.0208,,0.152,0.05,7/25/2012,2,,NLA2012_CA_200,,6.02,7/25/2012,2,,NLA2012_CA_200,0.01,,0.64,0.03,7/25/2012,2,,NLA2012_CA_200,4.1,ND,4.1,10,7/25/2012,2,,NLA2012_CA_200,0.018,,3.05,0.1,7/25/2012,2,NLA2012_CA_200,0.003,,0.61,0.01,7/25/2012,2,,NLA2012_CA_200,0.08,L,0.2,0.4,0.001219512,NA,NA,7/25/2012,2,NLA2012_CA_200,0.3,L,0.5,2,7/25/2012,2,,NLA2012_CA_200,,K,NA,NA,LAB_1,LAB_2,LAB_4,LAB_5,LAB_15,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_16,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,647780,,647783,,NLA12_CA_200,1,7/23/2012,2314.27,Region_9,Frog Lake,16,16050102,39.36848919,-120.322472,NLA12_CA_200,CA_NLA12NEW,_2053749.804,473682.3831
