SITE_ID,VISIT_NO,UID,DATE_COL,ELEVATION,EPA_REG,EVAL_NAME,HUC2,HUC8,LAT_DD83,LON_DD83,ST_SITEID,ST_STRATUM,XCOORD,YCOORD
NLA12_IN_131,1,8410,9/5/2012,216.39,Region_5,Daredevil Pit,5,5120111,39.45359873,_87.19347607,NLA12_IN_131,IN_NLA12NEW,749830.9771,253729.3631
NLA12_IN_132,,,,242.8,Region_5,Unnamed,5,5120106,40.92812025,_86.29372645,NLA12_IN_132,IN_NLA12NEW,809343.0823,425523.119
NLA12_IN_133,,,,311.07,Region_5,Center Lake,4,4050001,41.65145417,_85.01189977,NLA12_IN_133,IN_NLA12NEW,906435.9011,517590.4768
NLA12_IN_134,1,7703,8/6/2012,233.11,Region_5,Lake Hollister,4,4040001,41.4463142,_87.16882512,NLA12_IN_134,IN_NLA12NEW,731211.52,476169.6832
NLA12_IN_135,1,8645,9/18/2012,132.96,Region_5,Unnamed,5,5120209,38.30624409,_87.31604402,NLA12_IN_135,IN_NLA12NEW,751158.9107,124707.4192
NLA12_IN_136,,,,245.49,Region_5,Cook Lougheed Wildlife Pond,5,5120101,41.01911489,_85.29505434,NLA12_IN_136,IN_NLA12NEW,891134.5512,444588.7567
NLA12_IN_137,,,,154.49,Region_5,Unnamed,5,5120202,38.45766676,_87.46664276,NLA12_IN_137,IN_NLA12NEW,736645.5501,140431.4222
NLA12_IN_138,,,,138.59,Region_5,Izaak Walton Lake,5,5120111,39.47370991,_87.44541123,NLA12_IN_138,IN_NLA12NEW,728236.1882,254014.6385
NLA12_IN_139,,,,194.07,Region_5,,5,5120202,38.86402909,_86.98562244,NLA12_IN_139,IN_NLA12NEW,773734.612,189607.6223
NLA12_IN_140,,,,321.47,Region_5,Unnamed,5,5120204,39.85414229,_85.38754914,NLA12_IN_140,IN_NLA12NEW,898009.456,314040.8636
NLA12_IN_141,,,,196.68,Region_5,,4,4040001,41.58466595,_87.41028594,NLA12_IN_141,IN_NLA12NEW,709876.3887,489758.4494
NLA12_IN_142,1,8293,8/29/2012,168.49,Region_5,Hopewell Drain,5,5120207,38.6607598,_85.75451022,NLA12_IN_142,IN_NLA12NEW,881471.6959,177661.861
NLA12_IN_143,,,,193.85,Region_5,Lake Edgewood,5,5120201,39.45176855,_86.44914201,NLA12_IN_143,IN_NLA12NEW,813022.6763,259645.6547
NLA12_IN_144,1,7753,8/8/2012,272.66,Region_5,Loon Lake,5,5120106,41.27216801,_85.53933209,NLA12_IN_144,IN_NLA12NEW,867770.4802,470484.5258
NLA12_IN_145,1,7896,8/13/2012,260.87,Region_5,East Lake,4,4050001,41.71697825,_85.65916761,NLA12_IN_145,IN_NLA12NEW,852462.4257,518886.7493
NLA12_IN_146,1,7268,7/18/2012,180.28,Region_5,Yellowwood Lake,5,5120208,39.18592631,_86.34303669,NLA12_IN_146,IN_NLA12NEW,825046.3995,230917.9258
NLA12_IN_147,1,7633,8/2/2012,264.21,Region_5,Unnamed,5,5120201,40.15369416,_85.64595131,NLA12_IN_147,IN_NLA12NEW,872581.9374,344993.3605
NLA12_IN_148,,,,213.06,Region_5,,7,7120002,41.15421347,_86.95371477,NLA12_IN_148,IN_NLA12NEW,752077.1814,445293.8909
NLA12_IN_149,1,7920,8/14/2012,279.06,Region_5,Sylvan Lake,4,4050001,41.48115412,_85.34084746,NLA12_IN_149,IN_NLA12NEW,881549.0888,495560.2317
NLA12_IN_150,,,,221.23,Region_5,,7,7120001,41.41231946,_87.17052416,NLA12_IN_150,IN_NLA12NEW,731424.2632,472367.9618
NLA12_IN_151,,,,172.35,Region_5,,5,5120209,38.31850003,_87.16253536,NLA12_IN_151,IN_NLA12NEW,764271.8249,127299.2592
NLA12_IN_152,,,,246.46,Region_5,Gray Goose Golf Club pond,4,4100004,40.81124795,_84.9589467,NLA12_IN_152,IN_NLA12NEW,921688.0949,424669.414
NLA12_IN_153,,,,141.56,Region_5,,5,5120111,39.11366575,_87.35338075,NLA12_IN_153,IN_NLA12NEW,739715.4366,214538.4787
NLA12_IN_154,,,,151.85,Region_5,,5,5120108,40.21421184,_87.37870965,NLA12_IN_154,IN_NLA12NEW,726381.6902,337162.5316
NLA12_IN_155,1,8650,9/19/2012,162.06,Region_5,Sunset,5,5120202,39.05599546,_87.14618915,NLA12_IN_155,IN_NLA12NEW,757991.2247,209734.7827
NLA12_IN_156,,,,300.49,Region_5,Unnamed,5,5120201,40.06111752,_85.45695528,NLA12_IN_156,IN_NLA12NEW,889593.0229,336435.8978
NLA12_IN_157,,,,226.47,Region_5,,7,7120001,41.73901825,_86.37914327,NLA12_IN_157,IN_NLA12NEW,793071.4158,515106.0339
NLA12_IN_158,,,,120.81,Region_5,Unnamed,5,5140201,38.07966847,_87.29510724,NLA12_IN_158,IN_NLA12NEW,755287.8336,99583.80242
NLA12_IN_159,1,7829,8/10/2012,277.56,Region_5,Stout Lake,5,5120201,39.77712835,_86.53665008,NLA12_IN_159,IN_NLA12NEW,801973.4556,295181.0786
NLA12_IN_160,1,7442,7/25/2012,253.16,Region_5,Stanton Lake,5,5120106,41.32176444,_85.76856768,NLA12_IN_160,IN_NLA12NEW,848231.8833,473934.0876
NLA12_IN_161,,,,242.19,Region_5,Unnamed,4,4050001,41.57571635,_85.80995758,NLA12_IN_161,IN_NLA12NEW,841771.6497,501826.6481
NLA12_IN_162,1,8408,9/6/2012,192.96,Region_5,Echo Lake,5,5120206,39.08573146,_86.05904543,NLA12_IN_162,IN_NLA12NEW,850394.5646,222251.1569
NLA12_IN_163,1,8014,8/17/2012,240.67,Region_5,Eagle Creek Reservoir,5,5120201,39.83839159,_86.30451512,NLA12_IN_163,IN_NLA12NEW,820879.1395,303993.2154
NLA12_IN_164,1,7772,8/8/2012,245.85,Region_5,OBlennis Lake,5,5120106,41.13163711,_86.26617418,NLA12_IN_164,IN_NLA12NEW,809302.466,448426.6593
NLA12_IN_165,,,,266.73,Region_5,Ontario Millpond,4,4050001,41.70495614,_85.37088283,NLA12_IN_165,IN_NLA12NEW,876279.9464,520171.7549
NLA12_IN_166,1,7805,8/7/2012,200.68,Region_5,JC Murphy Lake,7,7120002,40.9751033,_87.51101929,NLA12_IN_166,IN_NLA12NEW,707661.1759,421044.3295
NLA12_IN_167,,,,250.88,Region_5,Unnamed,5,5140104,38.54899681,_85.87513803,NLA12_IN_167,IN_NLA12NEW,872465.1227,164093.4506
NLA12_IN_168,,,,139.6,Region_5,Unnamed,5,5080002,39.12780034,_84.83628058,NLA12_IN_168,IN_NLA12NEW,953987.7591,238545.6989
NLA12_IN_169,,,,158.63,Region_5,,5,5120111,39.04650258,_87.31855194,NLA12_IN_169,IN_NLA12NEW,743373.4657,207313.8108
NLA12_IN_170,,,,169.42,Region_5,Unnamed,5,5090203,38.87901363,_84.80672999,NLA12_IN_170,IN_NLA12NEW,959778.0413,211151.3772
NLA12_IN_171,1,8086,8/20/2012,217.18,Region_5,Hidden Valley Lake,5,5120208,39.26151083,_86.11289562,NLA12_IN_171,IN_NLA12NEW,843758.6751,241365.1706
NLA12_IN_172,1,7443,7/25/2012,252.87,Region_5,Wabee Lake,4,4050001,41.38935735,_85.83056287,NLA12_IN_172,IN_NLA12NEW,842303.7792,480905.3987
NLA12_IN_173,,,,242.52,Region_5,,7,7120001,41.60935398,_86.73683818,NLA12_IN_173,IN_NLA12NEW,765093.054,497735.3461
NLA12_IN_174,1,8070,8/20/2012,118.43,Region_5,Unnamed,5,5140201,38.00054365,_87.34409037,NLA12_IN_174,IN_NLA12NEW,751856.2208,90363.78875
NLA12_IN_175,,,,254.88,Region_5,Quarry Pond,5,5120203,39.63888863,_86.84775262,NLA12_IN_175,IN_NLA12NEW,777181.552,277179.2779
NLA12_IN_176,,,,265.04,Region_5,,5,5120201,40.3387385,_85.65481972,NLA12_IN_176,IN_NLA12NEW,869585.2296,365520.1618
NLA12_IN_177,1,7669,8/1/2012,297.29,Region_5,Unnamed,4,4050001,41.68742923,_85.10057161,NLA12_IN_177,IN_NLA12NEW,898692.6678,520747.4062
NLA12_IN_178,,,,160.13,Region_5,,5,5120208,38.58862404,_86.94834911,NLA12_IN_178,IN_NLA12NEW,779859.9895,159182.6557
NLA12_IN_179,1,7921,8/14/2012,257.48,Region_5,Shekinah Lake,5,5120204,39.76766233,_85.75665952,NLA12_IN_179,IN_NLA12NEW,867941.6416,300979.025
NLA12_IN_180,1,8116,8/21/2012,129.57,Region_5,Timber Lake,5,5120113,37.9689899,_87.76969281,NLA12_IN_180,IN_NLA12NEW,715288.9756,83555.8282
NLA12_IN_181,1,7670,8/2/2012,296.46,Region_5,Unnamed,4,4050001,41.67096514,_85.0933215,NLA12_IN_181,IN_NLA12NEW,899498.8158,518985.7373
NLA12_IN_182,,,,142.33,Region_5,,5,5140201,38.19505688,_87.21872893,NLA12_IN_182,IN_NLA12NEW,760702.7159,113071.5737
NLA12_IN_183,1,8438,9/7/2012,149.98,Region_5,Sylvan Lake,5,5120202,38.73981144,_86.99601089,NLA12_IN_183,IN_NLA12NEW,774162.7747,175662.5872
NLA12_IN_184,,,,285.73,Region_5,Unnamed,5,5120206,39.37255506,_85.49374911,NLA12_IN_184,IN_NLA12NEW,895014.0906,259403.0538
NLA12_IN_185,1,7984,8/16/2012,268.99,Region_5,Muncie Lake,4,4050001,41.32762286,_85.45633739,NLA12_IN_185,IN_NLA12NEW,873939.8578,477415.0665
NLA12_IN_186,1,8100,8/16/2012,256.81,Region_5,South Twin Lake,4,4050001,41.72566548,_85.4639434,NLA12_IN_186,IN_NLA12NEW,868383.1057,521620.515
NLA12_IN_187,1,7922,8/14/2012,315.89,Region_5,Round Lake,4,4100003,41.74894691,_84.84254259,NLA12_IN_187,IN_NLA12NEW,919064.9471,530052.5507
NLA12_IN_188,,,,122.98,Region_5,,5,5120113,38.61644033,_87.61499907,NLA12_IN_188,IN_NLA12NEW,722303.9948,157018.5981
NLA12_IN_189,,,,160.3,Region_5,,5,5120111,39.38668754,_87.37422565,NLA12_IN_189,IN_NLA12NEW,735163.5011,244849.8257
NLA12_IN_190,,,,184.61,Region_5,Little Lake,4,4040001,41.64281312,_87.10267154,NLA12_IN_190,IN_NLA12NEW,734617.0721,498576.0497
NLA12_IN_191,1,8318,8/30/2012,278.42,Region_5,Unnamed,5,5090203,38.93722484,_85.19511755,NLA12_IN_191,IN_NLA12NEW,925881.3688,213779.0522
NLA12_IN_192,,,,230.88,Region_5,,5,5120204,39.54095644,_85.76717475,NLA12_IN_192,IN_NLA12NEW,869784.3789,275624.8439
NLA12_IN_193,1,8540,9/12/2012,218.12,Region_5,Somerset,5,5120201,39.89200512,_86.11552511,NLA12_IN_193,IN_NLA12NEW,836199.2764,311616.6468
NLA12_IN_194,,,,143.46,Region_5,Dale Reservoir,5,5140201,38.18078954,_86.95848875,NLA12_IN_194,IN_NLA12NEW,783331.6026,113593.5443
NLA12_IN_195,,,,233.54,Region_5,Bull Lake,5,5120104,40.99435044,_85.89165594,NLA12_IN_195,IN_NLA12NEW,841957.7702,436392.3551
NLA12_IN_196,1,8493,9/12/2012,259.26,Region_5,Syracuse Lake,4,4050001,41.42672638,_85.73792608,NLA12_IN_196,IN_NLA12NEW,849496.0912,485888.658
NLA12_IN_197,,,,294.05,Region_5,Perch Lake,4,4050001,41.70579108,_85.13419951,NLA12_IN_197,IN_NLA12NEW,895697.6354,522471.1727
NLA12_IN_198,,,,153.76,Region_5,Unnamed,5,5120202,38.64351096,_87.0144767,NLA12_IN_198,IN_NLA12NEW,773598.886,164766.5821
NLA12_IN_199,1,8549,9/13/2012,284.85,Region_5,West Otter Lake,4,4050001,41.63635595,_85.16723461,NLA12_IN_199,IN_NLA12NEW,893870.0681,514440.6779
NLA12_IN_200,,,,182.93,Region_5,Unnamed,5,5120111,39.61574464,_87.49842137,NLA12_IN_200,IN_NLA12NEW,722313.5545,269463.4761
NLA12_IN_201,1,8651,9/19/2012,150.21,Region_5,French Lake,5,5120111,39.17053772,_87.291179,NLA12_IN_201,IN_NLA12NEW,744438.6142,221371.8103
NLA12_IN_202,1,8728,9/24/2012,163.73,Region_5,Sable Oaks Lake,5,5140101,38.4641338,_85.80769688,NLA12_IN_202,IN_NLA12NEW,879272.5489,155257.2892
NLA12_KS_101,1,6656,6/19/2012,415.33,Region_7,Unnamed,10,10250017,39.33209745,_97.37485967,NLA12_KS_101,KS_NLA07RVT,_117422.9609,206194.3054
NLA12_KS_101,2,6969,7/5/2012,415.33,Region_7,Unnamed,10,10250017,39.33209745,_97.37485967,NLA12_KS_101,KS_NLA07RVT,_117422.9609,206194.3054
NLA12_KS_102,1,6606,6/12/2012,685.82,Region_7,Clark County State Lake,11,11040008,37.39088653,_99.78483802,NLA12_KS_102,KS_NLA07RVT,_331841.2478,_5619.228202
NLA12_KS_103,1,6437,6/6/2012,350.58,Region_7,Sherwood Lake,10,10270102,39.0001536,_95.77964833,NLA12_KS_103,KS_NLA07RVT,18906.52948,168162.9876
NLA12_KS_104,,,,256.18,Region_7,Unnamed,10,10290102,38.35625904,_94.63930988,NLA12_KS_104,KS_NLA07RVT,117778.8469,96812.95978
NLA12_KS_105,1,6570,6/13/2012,479.33,Region_7,Kingman County State Lake,11,11030015,37.65556473,_98.26098551,NLA12_KS_105,KS_NLA07RVT,_197563.2903,19784.79936
NLA12_KS_106,1,6796,6/26/2012,252.08,Region_7,Bee Creek Lake,11,11070106,37.19334598,_95.98897607,NLA12_KS_106,KS_NLA07RVT,969.3628,_34364.91047
NLA12_KS_107,1,6830,6/27/2012,391.96,Region_7,Unnamed,11,11070101,38.12596204,_96.30955756,NLA12_KS_107,KS_NLA07RVT,_26879.68648,70200.55748
NLA12_KS_108,1,6404,6/4/2012,321.71,Region_7,Atchison County Park Lake,10,10270103,39.63835365,_95.45681141,NLA12_KS_108,KS_NLA07RVT,46197.42533,239798.861
NLA12_KS_109,1,6421,6/5/2012,289.68,Region_7,Happy Hollow,10,10240011,39.34884684,_95.04339042,NLA12_KS_109,KS_NLA12NEW,81683.9523,207633.1984
NLA12_KS_109,2,6722,6/21/2012,289.68,Region_7,Happy Hollow,10,10240011,39.34884684,_95.04339042,NLA12_KS_109,KS_NLA12NEW,81683.9523,207633.1984
NLA12_KS_110,,,,340.24,Region_7,Unnamed,10,10290101,38.77247018,_95.6468452,NLA12_KS_110,KS_NLA12NEW,30396.045,142677.8736
NLA12_KS_111,,,,401.52,Region_7,Unnamed,11,11070102,37.75316039,_96.43928204,NLA12_KS_111,KS_NLA12NEW,_38337.0733,28461.27264
NLA12_KS_112,,,,457.83,Region_7,Unnamed,10,10250017,39.81937417,_97.75114542,NLA12_KS_112,KS_NLA12NEW,_148551.0702,261320.6456
NLA12_KS_113,,,,291,Region_7,Unnamed,10,10270104,39.16907261,_95.09298025,NLA12_KS_113,KS_NLA12NEW,77641.9563,187444.138
NLA12_KS_114,1,6243,5/22/2012,295.82,Region_7,Louisburg State Fishing Lake,10,10290102,38.50796545,_94.67326537,NLA12_KS_114,KS_NLA12NEW,114602.5309,113774.0172
NLA12_KS_115,,,,385.64,Region_7,Unnamed,11,11030018,37.49984321,_96.94275635,NLA12_KS_115,KS_NLA12NEW,_82556.92025,391.9262299
NLA12_KS_116,,,,538.12,Region_7,Unnamed,11,11030011,38.38378684,_98.48649105,NLA12_KS_116,KS_NLA12NEW,_215128.1916,101869.7758
NLA12_KS_117,,,,333.84,Region_7,Unnamed,11,11070201,38.20176552,_95.8419492,NLA12_KS_117,KS_NLA12NEW,13709.84878,78664.60795
NLA12_KS_118,,,,228.54,Region_7,,11,11070106,37.08391878,_95.98555961,NLA12_KS_118,KS_NLA12NEW,1271.644569,_46626.80568
NLA12_KS_119,,,,362.49,Region_7,Unnamed,11,11070101,38.19042171,_96.14621905,NLA12_KS_119,KS_NLA12NEW,_12685.48098,77391.49137
NLA12_KS_120,,,,794.61,Region_7,Unnamed,10,10260003,38.66613178,_100.4562209,NLA12_KS_120,KS_NLA12NEW,_383966.1099,139706.3283
NLA12_KS_121,1,6851,6/28/2012,325.16,Region_7,Unnamed,10,10290101,38.46591903,_95.73481047,NLA12_KS_121,KS_NLA12NEW,22920.77563,108293.1664
NLA12_KS_122,1,6927,7/2/2012,443.97,Region_7,Waconda Lake,10,10260015,39.499124,_98.3634546,NLA12_KS_122,KS_NLA12NEW,_201376.8638,226568.0966
NLA12_KS_123,,,,369.83,Region_7,Unnamed,11,11070203,38.35092266,_96.50943261,NLA12_KS_123,KS_NLA12NEW,_44100.0566899999,95489.82869
NLA12_KS_124,1,6609,6/14/2012,397.9,Region_7,Unnamed,11,11030018,37.3942844,_96.84852194,NLA12_KS_124,KS_NLA12NEW,_74410.69266,_11515.15293
NLA12_KS_125,1,6485,6/8/2012,251.58,Region_7,Wyandotte County Lake,10,10240011,39.15644714,_94.78795224,NLA12_KS_125,KS_NLA12NEW,103769.5221,186320.3127
NLA12_KS_126,1,6781,6/25/2012,276.89,Region_7,Unnamed,11,11070205,37.49187855,_95.07715481,NLA12_KS_126,KS_NLA12NEW,80822.02891,_517.7447157
NLA12_KS_127,,,,309.65,Region_7,Unnamed,11,11070102,37.78177279,_96.20913506,NLA12_KS_127,KS_NLA12NEW,_18244.65245,31599.55697
NLA12_KS_128,,,,395.02,Region_7,Unnamed,10,10260008,39.17940313,_97.11372979,NLA12_KS_128,KS_NLA12NEW,_95322.27535,188790.0136
NLA12_KS_129,,,,325.82,Region_7,Unnamed,11,11070101,37.70635947,_96.00374747,NLA12_KS_129,KS_NLA12NEW,_327.2577035,23127.37491
NLA12_KS_130,1,6346,5/30/2012,308.62,Region_7,Lake Annabel,10,10300101,38.79840973,_94.76668793,NLA12_KS_130,KS_NLA12NEW,106110.7422,146217.3843
NLA12_KS_131,,,,379.62,Region_7,Unnamed,11,11030017,37.69759547,_96.91646249,NLA12_KS_131,KS_NLA12NEW,_80040.7217,22531.07701
NLA12_KS_132,,,,657.95,Region_7,Unnamed,10,10260006,38.73276171,_99.58425796,NLA12_KS_132,KS_NLA12NEW,_308592.5956,143990.7535
NLA12_KS_133,,,,295.77,Region_7,,11,11070205,37.4641494,_95.39378323,NLA12_KS_133,KS_NLA12NEW,53112.26722,_3848.351564
NLA12_KS_134,,,,536.35,Region_7,Unnamed,10,10250017,39.79420612,_98.18032901,NLA12_KS_134,KS_NLA12NEW,_185017.9972,259254.2267
NLA12_KS_135,,,,470.16,Region_7,Unnamed,10,10260008,38.50426749,_97.8702738,NLA12_KS_135,KS_NLA12NEW,_161556.0901,114149.3231
NLA12_KS_136,,,,835.82,Region_7,Wild Horse Lake,11,11030003,37.67085156,_100.5279447,NLA12_KS_136,KS_NLA12NEW,_395454.5911,28570.47586
NLA12_KS_137,,,,327.15,Region_7,Unnamed,11,11070204,38.23689492,_95.65791971,NLA12_KS_137,KS_NLA12NEW,29658.9507,82644.08319
NLA12_KS_138,1,6524,6/11/2012,392.44,Region_7,Unnamed,11,11030013,37.63437988,_97.39649824,NLA12_KS_138,KS_NLA12NEW,_122067.0219,15957.13501
NLA12_KS_R02,1,6456,6/7/2012,269.91,Region_7,MOUND CITY LAKE,10,10290102,38.12220448,_94.8915798,NLA12_KS_R02,,96249.90281,70296.92691
NLA12_KS_R07,1,6584,6/14/2012,353.39,Region_7,COWLEY COUNTY LAKE,11,11060001,37.10220721,_96.79578267,NLA12_KS_R07,,_70059.93263,_44284.28553
NLA12_KS_R08,1,6564,6/13/2012,346.43,Region_7,HARVEYVILLE LAKE,10,10290101,38.79133099,_95.97942873,NLA12_KS_R08,,1770.11595,144735.6075
NLA12_KS_R11,1,6613,6/15/2012,266.84,Region_7,MURRAY GILL LAKE,11,11070106,37.23385644,_96.18525789,NLA12_KS_R11,,_16281.34663,_29809.53731
NLA12_KY_101,1,6284,5/24/2012,390.75,Region_4,Cannon Creek Lake,5,5130101,36.67911865,_83.71182785,NLA12_KY_101,KY_NLA07RVT,1084951.704,_21739.58792
NLA12_KY_101,2,6946,7/2/2012,390.75,Region_4,Cannon Creek Lake,5,5130101,36.67911865,_83.71182785,NLA12_KY_101,KY_NLA07RVT,1084951.704,_21739.58792
NLA12_KY_102,1,6396,6/1/2012,138.38,Region_4,Pennyrile Lake,5,5140205,37.06736918,_87.66376146,NLA12_KY_102,KY_NLA07RVT,733324.0551,_16297.38116
NLA12_KY_103,1,6303,5/25/2012,182.27,Region_4,Greenbo Lake,5,5090104,38.48626189,_82.87261725,NLA12_KY_103,KY_NLA07RVT,1130704.327,188760.5209
NLA12_KY_104,1,6345,5/30/2012,86.87,Region_4,Reelfoot Lake,8,8010202,36.50433221,_89.33692644,NLA12_KY_104,KY_NLA12NEW,590829.5372,_90841.43521
NLA12_KY_105,,,,107.63,Region_4,Unnamed,5,5140202,37.87500872,_87.75821841,NLA12_KY_105,KY_NLA12NEW,717196.0841,73148.31809
NLA12_KY_106,,,,220.19,Region_4,Unnamed,5,5140102,38.19394234,_85.36032165,NLA12_KY_106,KY_NLA12NEW,921092.3939,129391.8647
NLA12_KY_107,1,6285,5/23/2012,274.92,Region_4,Unnamed,5,5100205,37.69858857,_84.22950013,NLA12_KY_107,KY_NLA12NEW,1025371.318,85837.29864
NLA12_KY_107,2,6939,7/2/2012,274.92,Region_4,Unnamed,5,5100205,37.69858857,_84.22950013,NLA12_KY_107,KY_NLA12NEW,1025371.318,85837.29864
NLA12_KY_108,,,,97.84,Region_4,Beaverdam Slough,5,5140206,37.1858951,_89.01332708,NLA12_KY_108,KY_NLA12NEW,613864.3183,_12624.6189
NLA12_KY_109,,,,144.33,Region_4,,5,5110006,37.29363186,_87.24695465,NLA12_KY_109,KY_NLA12NEW,767556.5743,12246.05253
NLA12_KY_110,,,,211.38,Region_4,Grundy Plantation Pond,5,5140103,37.760583,_85.2637679,NLA12_KY_110,KY_NLA12NEW,934891.4187,82069.78624
NLA12_KY_111,,,,260.27,Region_4,,5,5070201,37.74238418,_82.5420256,NLA12_KY_111,KY_NLA12NEW,1170758.822,110201.2832
NLA12_KY_112,,,,94.48,Region_4,Straigh Slough,8,8010100,36.8644906,_89.10353913,NLA12_KY_112,KY_NLA12NEW,608563.264,_49122.21689
NLA12_KY_113,,,,119.48,Region_4,Unnamed,5,5110003,37.33070351,_87.06564845,NLA12_KY_113,KY_NLA12NEW,783018.9772,17861.55076
NLA12_KY_114,1,6411,6/4/2012,156.97,Region_4,Nolin Lake,5,5110001,37.33610144,_86.15640465,NLA12_KY_114,KY_NLA12NEW,862371.8622,26334.83774
NLA12_KY_115,,,,155.44,Region_4,Unnamed,5,5110006,36.9836881,_87.41946853,NLA12_KY_115,KY_NLA12NEW,755601.9271,_23723.04107
NLA12_KY_116,1,6945,7/1/2012,131.67,Region_4,Lake Peewee,5,5140205,37.35169484,_87.52614577,NLA12_KY_116,KY_NLA12NEW,742560.8129,16507.85762
NLA12_KY_117,1,6428,6/5/2012,209.23,Region_4,Unnamed,5,5140102,38.2111868,_85.40376582,NLA12_KY_117,KY_NLA12NEW,917131.9329,130892.4941
NLA12_KY_118,,,,274.47,Region_4,Unnamed,5,5090203,39.02040676,_84.64090188,NLA12_KY_118,KY_NLA12NEW,972040.1132,228573.1992
NLA12_KY_119,,,,160.93,Region_4,,5,5130206,36.65691099,_87.57905086,NLA12_KY_119,KY_NLA12NEW,744826.2083,_61448.35529
NLA12_KY_120,1,6373,5/31/2012,119.52,Region_4,Warren Jones estate pond,6,6040006,36.87545566,_88.49023699,NLA12_KY_120,KY_NLA12NEW,662477.7177,_43795.80613
NLA12_KY_121,,,,121.92,Region_4,,5,5140201,37.96653029,_86.79397876,NLA12_KY_121,KY_NLA12NEW,799862.8165,91059.47021
NLA12_KY_122,1,6374,6/3/2012,222.96,Region_4,Guist Creek Lake,5,5140102,38.20711945,_85.14063673,NLA12_KY_122,KY_NLA12NEW,939860.4253,133010.3388
NLA12_LA_101,1,6572,6/12/2012,15.17,Region_6,Lake Concordia,8,8040306,31.66739711,_91.50773471,NLA12_LA_101,LA_NLA07RVT,424056.9159,_642027.0744
NLA12_LA_101,2,6866,6/26/2012,15.17,Region_6,Lake Concordia,8,8040306,31.66739711,_91.50773471,NLA12_LA_101,LA_NLA07RVT,424056.9159,_642027.0744
NLA12_LA_102,1,6628,6/17/2012,30.36,Region_6,Lake Rodemacher,11,11140207,31.3826592,_92.72750943,NLA12_LA_102,LA_NLA07RVT,310058.9893,_678410.0491
NLA12_LA_103,1,6661,6/19/2012,12.19,Region_6,Unnamed,8,8080201,30.53687948,_92.44030014,NLA12_LA_103,LA_NLA07RVT,340781.0308,_771414.8683
NLA12_LA_104,1,6718,6/20/2012,42.57,Region_6,Lake Bistineau,11,11140203,32.33548183,_93.42201588,NLA12_LA_104,LA_NLA07RVT,241396.0677,_574340.5598
NLA12_LA_105,1,6643,6/18/2012,30.12,Region_6,Cotile Lake,11,11140207,31.31650271,_92.73712184,NLA12_LA_105,LA_NLA07RVT,309401.3235,_685799.2018
NLA12_LA_106,1,6754,6/22/2012,26.76,Region_6,Horseshoe Lake,8,8050001,32.71181859,_91.70543665,NLA12_LA_106,LA_NLA07RVT,400148.8569,_526603.8109
NLA12_LA_107,,,,25.87,Region_6,,8,8050003,32.58869619,_91.24386725,NLA12_LA_107,LA_NLA12NEW,443808.7493,_538271.936
NLA12_LA_108,,,,0.93,Region_6,,8,8090203,30.11453278,_89.71827584,NLA12_LA_108,LA_NLA12NEW,604169.5021,_804724.8638
NLA12_LA_109,1,6755,6/24/2012,16.98,Region_6,Unnamed,8,8060100,31.91895699,_91.22708935,NLA12_LA_109,LA_NLA12NEW,449120.8375,_612753.0965
NLA12_LA_110,,,,0.48,Region_6,,8,8090302,29.41592991,_90.89329133,NLA12_LA_110,LA_NLA12NEW,495440.754,_888868.707
NLA12_LA_111,,,,0,Region_6,,8,8090301,29.298099,_90.22737226,NLA12_LA_111,LA_NLA12NEW,560764.3554,_898203.2828
NLA12_LA_112,,,,40.62,Region_6,Unnamed,8,8090201,30.64560889,_90.16402678,NLA12_LA_112,LA_NLA12NEW,557733.7373,_748586.0728
NLA12_LA_113,,,,14.63,Region_6,Old Saline Bayou,8,8040301,31.28036694,_92.01791498,NLA12_LA_113,LA_NLA12NEW,377731.9979,_687217.1457
NLA12_LA_114,,,,0.28,Region_6,Unnamed,8,8080103,29.92825978,_91.88524527,NLA12_LA_114,LA_NLA12NEW,396812.0855,_836780.0697
NLA12_LA_115,,,,0,Region_6,,8,8090301,29.59501448,_89.96386134,NLA12_LA_115,LA_NLA12NEW,584239.9149,_863772.1526
NLA12_LA_116,,,,2.71,Region_6,,8,8080101,30.15803075,_91.46652921,NLA12_LA_116,LA_NLA12NEW,435946.3155,_809471.3546
NLA12_LA_117,,,,0,Region_6,Unnamed,8,8080101,29.94245069,_91.53897474,NLA12_LA_117,LA_NLA12NEW,430107.7012,_833700.5953
NLA12_LA_118,,,,0,Region_6,Unnamed,8,8080202,29.9258422,_93.06635914,NLA12_LA_118,LA_NLA12NEW,282961.4801,_841272.4446
NLA12_LA_119,,,,0,Region_6,Blind Lagoon,8,8090203,29.83499486,_89.4476191,NLA12_LA_119,LA_NLA12NEW,632297.5809,_833912.4253
NLA12_LA_120,,,,10.64,Region_6,Unnamed,8,8070203,30.47291699,_90.62856381,NLA12_LA_120,LA_NLA12NEW,514471.9986,_770360.5653
NLA12_LA_121,,,,0.95,Region_6,,8,8090302,29.27089836,_90.89618735,NLA12_LA_121,LA_NLA12NEW,496022.688,_904930.5432
NLA12_LA_122,,,,40.14,Region_6,Unnamed,11,11140202,32.22182674,_93.47248957,NLA12_LA_122,LA_NLA12NEW,237007.8773,_587132.412
NLA12_LA_123,,,,15.44,Region_6,Horseshoe Lake,8,8040202,32.61167766,_92.10174046,NLA12_LA_123,LA_NLA12NEW,363702.8129,_539356.1666
