PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,MATRIX,SAM_CODE,LAB,WATER_LAT,WATER_LON,CHEM_SAMPLE_ID,CHLA_SAMPLE_ID,VOLUME_FILTERED,AMMONIA_N_LAB_COMMENT,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,CHLA_COMMENT,CHLA_LAB_COMMENT,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLORIDE_COMMENT,CHLORIDE_LAB_COMMENT,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COND_LAB_COMMENT,COND_MDL,COND_NARS_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_LAB_COMMENT,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,NITRATE_NITRITE_N_LAB_COMMENT,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NTL_COMMENT,NTL_LAB_COMMENT,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_LAB_COMMENT,PH_NARS_FLAG,PH_RESULT,PH_UNITS,PTL_LAB_COMMENT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SULFATE_COMMENT,SULFATE_LAB_COMMENT,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_COMMENT,TKN_MDL,TKN_NARS_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TURB_LAB_COMMENT,TURB_MDL,TURB_NARS_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,NtoP
4/26/2021,200954,NWCA16-4253,13-Jun-16,1,SC,WATER,REGULAR,ALS-MDT,32.37745,-80.61649,824530,824531,200,,0.03,ND,,0.1,mg N/L,,,2.5,,26.7,2.5,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,38400,1,uS/cm @ 25C,,1.2,,6.35,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,0.908,,mg/L,,,7.68,Std. Units,,10,,270,20,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.1,,0.858,0.1,mg N/L,,0.1,,36,1,NTU,0.142992126
4/26/2021,200955,NWCA16-R005,12-Jun-16,1,CO,WATER,REGULAR,ALS-MDT,38.91545,-103.95541,824570,824571,200,,0.006,,0.04,0.02,mg N/L,,,0.5,,29.37,0.5,ug/L,,,0.062,,15,1,mg/L,,0.2,,288,1,uS/cm @ 25C,,1.2,,10.3,2.5,mg/L,,0.01,,1.13,0.05,mg N/L,,,,,4.45,,mg/L,,,8.01,Std. Units,,125,,725,250,ug/L,,,0.064,,32.2,1,mg/L,,0.1,,3.32,0.1,mg N/L,,0.1,,98,1,NTU,0.432038835
4/26/2021,201050,NWCA16-1632,14-Jun-16,1,DE,WATER,REGULAR,ALS-MDT,39.42807,-75.57369,820550,820551,100,,0.02,,0.3,0.05,mg N/L,,,5,,16.02,5,ug/L,,,3.1,,2960,50,mg/L,,0.2,,8880,1,uS/cm @ 25C,,1.2,,13.3,2.5,mg/L,,0.01,L,0.04,0.05,mg N/L,,,,,1.28,,mg/L,,,7.61,Std. Units,,50,,470,100,ug/L,,,3.2,,287,50,mg/L,,0.1,,1.23,0.1,mg N/L,,0.1,,45,1,NTU,0.096240602
4/26/2021,201052,NWCA16-2729,14-Jun-16,1,MA,WATER,REGULAR,ALS-MDT,42.67527,-71.05392,819580,819581,150,,0.006,L,0.01,0.02,mg N/L,,,3.33,,145.96,3.33,ug/L,,,0.31,,157,5,mg/L,,0.2,,609,1,uS/cm @ 25C,,1.2,,13.1,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,2.38,,mg/L,,,7.29,Std. Units,,10,,184,20,ug/L,,,0.064,,7.72,1,mg/L,,0.1,,2.33,0.1,mg N/L,,0.1,,27,1,NTU,0.181679389
4/26/2021,201053,NWCA16-6023,14-Jun-16,1,KY,WATER,REGULAR,ALS-MDT,37.06282,-88.56095,823560,823561,480,,0.03,,0.13,0.1,mg N/L,,,1.04,,5.563,1.04,ug/L,,,0.062,,13.7,1,mg/L,,0.2,,158,1,uS/cm @ 25C,,0.24,,2.91,0.5,mg/L,,0.01,,0.1,0.05,mg N/L,NTL calculated from TKN and NITRATE_NITRITE_N,,,J,0.414,,mg/L,,,7.81,Std. Units,,10,,82,20,ug/L,,,0.064,,11.5,1,mg/L,,0.1,,0.314,0.1,mg N/L,,0.1,,6,1,NTU,0.142268041
4/26/2021,201070,NWCA16-4183,14-Jun-16,1,RI,WATER,REGULAR,ALS-MDT,41.71342,-71.28829,823700,823701,375,,0.03,ND,,0.1,mg N/L,,,1.33,,9.968,1.33,ug/L,,,15.5,,24400,250,mg/L,,0.2,,40800,1,uS/cm @ 25C,,1.2,,21.9,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,1.54,,mg/L,,,7.6,Std. Units,,10,,76,20,ug/L,,,16,,3690,250,mg/L,,0.1,,1.49,0.1,mg N/L,,0.1,,3,1,NTU,0.070319635
4/26/2021,201071,NWCA16-1475,14-Jun-16,1,CO,WATER,REGULAR,ALS-MDT,40.20965,-105.87671,822710,822711,200,,0.006,L,0.01,0.02,mg N/L,,,2.5,,13.35,2.5,ug/L,,,0.062,L,0.59,1,mg/L,,0.2,,97.3,1,uS/cm @ 25C,,1.2,,13.7,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.659,,mg/L,,,7.8,Std. Units,,10,,178,20,ug/L,,,0.064,L,0.36,1,mg/L,,0.1,,0.609,0.1,mg N/L,,0.1,,3,1,NTU,0.04810219
4/26/2021,201072,NWCA16-1821,13-Jun-16,1,FL,WATER,REGULAR,ALS-MDT,26.95762,-82.16283,824870,824871,150,,0.03,ND,,0.1,mg N/L,,,3.33,,17.8,3.33,ug/L,,,6.2,,6100,100,mg/L,,0.2,,13400,1,uS/cm @ 25C,,1.2,,29,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.09,,mg/L,,,7.05,Std. Units,,10,,68,20,ug/L,,,6.4,,817,100,mg/L,,0.1,,1.04,0.1,mg N/L,,0.1,,3,1,NTU,0.037586207
4/26/2021,201074,NWCA16-3909,14-Jun-16,1,OK,WATER,REGULAR,ALS-MDT,36.62458,-99.76014,821750,821751,204,,0.03,ND,,0.1,mg N/L,,,2.45,ND,,2.45,ug/L,,,0.062,,50.1,1,mg/L,,0.2,,673,1,uS/cm @ 25C,,1.2,,25.2,5,mg/L,,0.01,ND,,0.1,mg N/L,,,,,1.35,,mg/L,,,7.23,Std. Units,,50,,400,100,ug/L,,,0.32,,209,5,mg/L,,0.1,,1.3,0.1,mg N/L,,0.1,,2.23,0.1,NTU,0.053571429
4/26/2021,201075,NWCA16-4229,14-Jun-16,1,SC,WATER,REGULAR,ALS-MDT,32.53478,-80.45293,824520,824521,50,,0.03,ND,,0.1,mg N/L,,,10,,96.12,10,ug/L,,,15.5,,9460,250,mg/L,,0.2,,23500,1,uS/cm @ 25C,,1.2,,42.3,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,15.4,,mg/L,,,7.33,Std. Units,,50,,500,100,ug/L,,,16,,1240,250,mg/L,,2,,15.3,2,mg N/L,,0.1,,321,1,NTU,0.364066194
4/26/2021,201077,NWCA16-R202,14-Jun-16,1,OH,WATER,REGULAR,ALS-MDT,40.56619,-83.61497,820770,820771,200,,0.006,,1.19,0.02,mg N/L,,,2.5,,34.71,2.5,ug/L,,,0.062,,4.6,1,mg/L,,0.2,,256,1,uS/cm @ 25C,,1.2,,19.2,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,2.8,,mg/L,,,7.79,Std. Units,,250,,1100,500,ug/L,,,0.064,,3.59,1,mg/L,,0.1,,2.75,0.1,mg N/L,,0.1,,14,1,NTU,0.145833333
4/26/2021,201130,NWCA16-3239,12-Jun-16,1,MT,WATER,REGULAR,ALS-MDT,46.22283,-111.17152,822450,822451,900,,0.03,L,0.07,0.1,mg N/L,,,0.56,,1.78,0.56,ug/L,,,0.062,,2.8,1,mg/L,,0.2,,269,1,uS/cm @ 25C,,0.24,,3.71,0.5,mg/L,,0.01,,0.08,0.05,mg N/L,NTL calculated from TKN and NITRATE_NITRITE_N,,,J,0.352,,mg/L,,,8.31,Std. Units,,10,,124,20,ug/L,,,0.064,,5.36,1,mg/L,,0.1,,0.272,0.1,mg N/L,,0.1,,7,1,NTU,0.094878706
4/26/2021,201132,NWCA16-1700,14-Jun-16,1,FL,WATER,REGULAR,ALS-MDT,26.33246,-81.83835,824890,824891,500,,0.03,ND,,0.1,mg N/L,,,1,,1.068,1,ug/L,,,6.2,,7920,100,mg/L,,0.2,,19400,1,uS/cm @ 25C,,1.2,,14.9,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,0.871,,mg/L,,,7.85,Std. Units,,10,,68,20,ug/L,,,6.4,,1220,100,mg/L,,0.1,,0.821,0.1,mg N/L,,0.1,,6,1,NTU,0.058456376
4/26/2021,201135,NWCA16-2747,15-Jun-16,1,MA,WATER,REGULAR,ALS-MDT,42.62759,-70.68714,819540,819541,300,,0.03,ND,,0.1,mg N/L,,,1.67,,10.68,1.67,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,44300,1,uS/cm @ 25C,,1.2,,7.41,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.739,,mg/L,,,7.58,Std. Units,,10,,38,20,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.1,,0.689,0.1,mg N/L,,0.1,,2,1,NTU,0.099730094
4/26/2021,201136,NWCA16-3222,14-Jun-16,1,MT,WATER,REGULAR,ALS-MDT,45.82644,-111.20968,822180,822181,200,,0.03,,1.58,0.1,mg N/L,,,2.5,,21.36,2.5,ug/L,,,0.062,,20.2,1,mg/L,,0.2,,622,1,uS/cm @ 25C,,1.2,,26.1,2.5,mg/L,,0.01,,0.09,0.05,mg N/L,,,,,7.35,,mg/L,,,8.04,Std. Units,,25,,810,50,ug/L,,,0.064,,34.2,1,mg/L,,2,,7.26,2,mg N/L,,0.1,,139,1,NTU,0.281609195
4/26/2021,201137,NWCA16-5137,14-Jun-16,1,WY,WATER,REGULAR,ALS-MDT,41.157167,-110.424333,822350,822351,700,,0.03,L,0.04,0.1,mg N/L,,,0.71,,1.526,0.71,ug/L,,,0.062,,3.08,1,mg/L,,0.2,,75.3,1,uS/cm @ 25C,,1.2,,11.6,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,0.961,,mg/L,,,7.97,Std. Units,,10,,48,20,ug/L,,,0.064,,2.41,1,mg/L,,0.1,,0.911,0.1,mg N/L,,0.1,,15,1,NTU,0.082844828
4/26/2021,201151,NWCA16-4187,15-Jun-16,1,RI,WATER,REGULAR,ALS-MDT,41.70647,-71.29011,823710,823711,110,,0.006,L,0.01,0.02,mg N/L,,,4.54,,4.855,4.54,ug/L,,,0.062,,89.4,1,mg/L,,0.2,,396,1,uS/cm @ 25C,,1.2,,20.6,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.56,,mg/L,,,6.76,Std. Units,,250,,1100,500,ug/L,,,0.064,,1.12,1,mg/L,,0.1,,1.51,0.1,mg N/L,,0.1,,4,1,NTU,0.075728155
4/26/2021,201153,NWCA16-2553,15-Jun-16,1,LA,WATER,REGULAR,ALS-MDT,29.65443,-92.3493,823330,823331,100,,0.02,L,0.03,0.05,mg N/L,,,5,,133.5,5,ug/L,,,0.31,,341,5,mg/L,,0.2,,1230,1,uS/cm @ 25C,,1.2,,34.5,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,8.3,,mg/L,,,7.29,Std. Units,,250,,1300,500,ug/L,,,0.064,,35.4,1,mg/L,,2,,8.25,2,mg N/L,,0.1,,19,1,NTU,0.24057971
4/26/2021,201154,NWCA16-3337,15-Jun-16,1,NC,WATER,REGULAR,ALS-MDT,35.78773,-75.881138,822530,822531,900,,0.03,L,0.05,0.1,mg N/L,,,0.56,ND,,0.56,ug/L,,,0.062,,15.5,1,mg/L,,0.2,,97.3,1,uS/cm @ 25C,,1.2,,47.4,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.73,,mg/L,,,4.09,Std. Units,,5,,15,10,ug/L,,,0.064,L,0.19,1,mg/L,,0.4,,1.68,0.4,mg N/L,,0.1,L,0.7,1,NTU,0.03649789
4/26/2021,201155,NWCA16-3534,14-Jun-16,1,NJ,WATER,REGULAR,ALS-MDT,39.88612,-74.958617,820630,820631,200,,0.006,,0.21,0.02,mg N/L,,,2.5,,5.34,2.5,ug/L,,,0.062,,16.2,1,mg/L,,0.2,,172,1,uS/cm @ 25C,,0.24,,4.13,0.5,mg/L,,0.01,,0.48,0.05,mg N/L,NTL calculated from TKN and NITRATE_NITRITE_N,,,J,0.794,,mg/L,,,7.65,Std. Units,,10,,166,20,ug/L,,,0.064,,13.8,1,mg/L,,0.1,,0.314,0.1,mg N/L,,0.1,,20,1,NTU,0.192251816
4/26/2021,201156,NWCA16-3610,15-Jun-16,1,NM,WATER,REGULAR,ALS-MDT,35.90668,-105.15848,820400,820401,505,,0.006,ND,,0.02,mg N/L,,,0.99,,15.861,0.99,ug/L,,,0.062,,39.8,1,mg/L,,0.2,,1360,1,uS/cm @ 25C,,1.2,,18,2.5,mg/L,,0.01,L,0.02,0.05,mg N/L,,,,,1.42,,mg/L,,,8.34,Std. Units,,10,,338,20,ug/L,,,0.32,,293,5,mg/L,,0.1,,1.37,0.1,mg N/L,,0.1,,3,1,NTU,0.078888889
4/26/2021,201160,NWCA16-3766,15-Jun-16,1,NY,WATER,REGULAR,ALS-MDT,43.17463,-77.01853,820190,820191,100,,0.006,L,0.02,0.02,mg N/L,,,5,,21.36,5,ug/L,,,0.062,,3.53,1,mg/L,,0.2,,525,1,uS/cm @ 25C,,1.2,,18.9,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.15,,mg/L,,,7.69,Std. Units,,10,,216,20,ug/L,,,0.064,,1.06,1,mg/L,,0.1,,1.1,0.1,mg N/L,,0.1,,11,1,NTU,0.060846561
4/26/2021,201162,NWCA16-4238,15-Jun-16,1,SC,WATER,REGULAR,ALS-MDT,32.60799,-80.21423,824510,824511,75,,0.03,,0.11,0.1,mg N/L,,,6.67,,21.36,6.67,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,0.2,,40500,1,uS/cm @ 25C,,1.2,,6,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,2.87,,mg/L,,,7.63,Std. Units,,50,,650,100,ug/L,Lab did not measure sulfate/chloride (brackish water sample),,,,,,mg/L,,2,,2.82,2,mg N/L,,0.1,,43,1,NTU,0.478333333
4/26/2021,201163,NWCA16-4441,15-Jun-16,1,TX,WATER,REGULAR,ALS-MDT,29.61555,-94.42703,819100,819101,144,,0.006,ND,,0.02,mg N/L,,,3.47,,14.833,3.47,ug/L,,,0.062,,68.9,1,mg/L,,0.2,,286,1,uS/cm @ 25C,,1.2,,16.5,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.4,,mg/L,,,7.21,Std. Units,,10,,88,20,ug/L,,,0.064,,3.37,1,mg/L,,0.1,,1.35,0.1,mg N/L,,0.1,,10,1,NTU,0.084848485
4/26/2021,201164,NWCA16-6034,15-Jun-16,1,KY,WATER,REGULAR,ALS-MDT,37.16935,-88.21655,823550,823551,1022,,0.006,,0.02,0.02,mg N/L,,,0.5,,0.523,0.5,ug/L,,,0.062,,2.9,1,mg/L,,0.2,,396,1,uS/cm @ 25C,,0.24,,5.67,0.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,0.184,,mg/L,,,6.76,Std. Units,,10,,46,20,ug/L,,,0.064,,8.04,1,mg/L,,0.1,,0.179,0.1,mg N/L,,0.1,,3,1,NTU,0.032451499
4/26/2021,201165,NWCA16-R203,15-Jun-16,1,OH,WATER,REGULAR,ALS-MDT,40.05904,-83.7939,821480,821481,1000,,0.006,ND,,0.02,mg N/L,,,0.5,,1.068,0.5,ug/L,,,0.062,,46,1,mg/L,,0.2,,786,1,uS/cm @ 25C,,1.2,,6.61,2.5,mg/L,,0.01,,2.61,0.05,mg N/L,,,,,2.89,,mg/L,,,8.09,Std. Units,,10,,42,20,ug/L,,,0.064,,28,1,mg/L,,0.1,,0.276,0.1,mg N/L,,0.1,L,0.3,1,NTU,0.437216339
4/26/2021,201230,NWCA16-2737,16-Jun-16,1,MA,WATER,REGULAR,ALS-MDT,41.82857,-70.74415,823050,823051,50,,0.03,L,0.06,0.1,mg N/L,,,10,,96.12,10,ug/L,,,0.062,,6.14,1,mg/L,,0.2,,64.7,1,uS/cm @ 25C,,1.2,,38.6,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.72,,mg/L,,,4.35,Std. Units,,10,,106,20,ug/L,,,0.064,L,0.64,1,mg/L,,0.8,,1.67,0.8,mg N/L,,0.1,,11,1,NTU,0.044559585
4/26/2021,201231,NWCA16-4633,15-Jun-16,1,UT,WATER,REGULAR,UTPHL,41.52832,-111.79456,820210,820211,1000,,0.02,ND,,0.05,mg N/L,,,0.000368,,0.7,,ug/L,,,0.0134,,4.5584,0.5,mg/L,,0.083,,380,2,uS/cm @ 25C,Lab measured total organic carbon,,,,,mg/L,,0.013,ND,,0.1,mg N/L,,,,L,0.181,0.2,mg/L,,,8.225,Std. Units,,0.802,,11,3,ug/L,,,0.0347,,8.5247,,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.052,,0.557,0.1,NTU,NA
4/26/2021,201250,NWCA16-2870,15-Jun-16,1,MI,WATER,REGULAR,ALS-MDT,42.96795,-85.59785,822980,822981,304,,0.006,,0.12,0.02,mg N/L,,,1.64,,28.105,1.64,ug/L,,,0.62,,538,10,mg/L,,0.2,,2320,1,uS/cm @ 25C,,1.2,,27.6,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,2.14,,mg/L,,,7.79,Std. Units,,50,,560,100,ug/L,,,0.064,,32.9,1,mg/L,,0.1,,2.09,0.1,mg N/L,,0.1,,4,1,NTU,0.077536232
4/26/2021,201260,NWCA16-3330,14-Jun-16,1,NC,WATER,REGULAR,ALS-MDT,35.60197,-75.81847,822130,822131,150,,0.03,ND,,0.1,mg N/L,,,3.33,,7.12,3.33,ug/L,,,3.1,,2510,50,mg/L,,0.2,,7920,1,uS/cm @ 25C,,1.2,,41.5,2.5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,2.78,,mg/L,,,6.86,Std. Units,,10,,58,20,ug/L,,,3.2,,318,50,mg/L,,0.4,,2.73,0.4,mg N/L,,0.1,,44,1,NTU,0.066987952
4/26/2021,201290,NWCA16-1482,16-Jun-16,1,CO,WATER,REGULAR,ALS-MDT,40.59554,-106.43311,822730,822731,250,,0.006,ND,,0.02,mg N/L,,,2,,5.34,2,ug/L,,,0.062,,4.74,1,mg/L,,0.2,,533,1,uS/cm @ 25C,,1.2,,9.54,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.496,,mg/L,,,8.13,Std. Units,,10,,160,20,ug/L,,,0.064,,91.2,1,mg/L,,0.1,,0.446,0.1,mg N/L,,0.1,,8,1,NTU,0.051991614
4/26/2021,201291,NWCA16-4191,16-Jun-16,1,RI,WATER,REGULAR,ALS-MDT,41.70744,-71.28927,823720,823721,200,,0.006,,0.09,0.02,mg N/L,,,2.5,ND,,2.5,ug/L,,,0.31,,108,5,mg/L,,0.2,,528,1,uS/cm @ 25C,,1.2,,12.6,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.638,,mg/L,,,7.12,Std. Units,,10,,70,20,ug/L,,,0.064,,1.36,1,mg/L,,0.1,,0.588,0.1,mg N/L,,0.1,,21,1,NTU,0.050634921
4/26/2021,201295,NWCA16-1486,16-Jun-16,1,CO,WATER,REGULAR,ALS-MDT,40.59145,-106.4425,825020,825021,200,,0.006,L,0.01,0.02,mg N/L,,,2.5,,8.01,2.5,ug/L,,,0.062,L,0.89,1,mg/L,,0.2,,175,1,uS/cm @ 25C,,1.2,,14.9,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.757,,mg/L,,,7.52,Std. Units,,10,,96,20,ug/L,,,0.064,,5.68,1,mg/L,,0.1,,0.707,0.1,mg N/L,,0.1,,3,1,NTU,0.050805369
4/26/2021,201296,NWCA16-1526,16-Jun-16,1,CO,WATER,REGULAR,ALS-MDT,40.59128,-106.42725,822680,822681,200,,0.006,ND,,0.02,mg N/L,,,2.5,ND,,2.5,ug/L,,,0.062,,1.29,1,mg/L,,0.2,,263,1,uS/cm @ 25C,,1.2,,18.1,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.884,,mg/L,,,7.75,Std. Units,,10,,86,20,ug/L,,,0.064,,47.2,1,mg/L,,0.1,,0.834,0.1,mg N/L,,0.1,L,0.8,1,NTU,0.048839779
4/26/2021,201300,NWCA16-2183,14-Jun-16,1,ID,WATER,REGULAR,ALS-MDT,42.12503,-114.98568,821420,821421,602,,0.03,ND,,0.1,mg N/L,,,0.83,,0.887,0.83,ug/L,,,0.062,,1.68,1,mg/L,,0.2,,50.7,1,uS/cm @ 25C,,0.24,,3.55,0.5,mg/L,,0.01,,0.24,0.05,mg N/L,NTL calculated from TKN and NITRATE_NITRITE_N,,,J,0.51,,mg/L,,,7.86,Std. Units,,10,,100,20,ug/L,,,0.064,,3.47,1,mg/L,,0.1,,0.27,0.1,mg N/L,,0.1,,9,1,NTU,0.143661972
4/26/2021,201302,NWCA16-3613,16-Jun-16,1,NM,WATER,REGULAR,ALS-MDT,35.89661,-105.15302,820480,820481,242,,0.006,ND,,0.02,mg N/L,,,2.07,,4.413,2.07,ug/L,,,0.062,,10.3,1,mg/L,,0.2,,339,1,uS/cm @ 25C,,1.2,,6.2,2.5,mg/L,,0.01,,0.17,0.05,mg N/L,NTL calculated from TKN and NITRATE_NITRITE_N,,,J,0.517,,mg/L,,,8.24,Std. Units,,10,,114,20,ug/L,,,0.064,,46,1,mg/L,,0.1,,0.347,0.1,mg N/L,,0.1,,43,1,NTU,0.083387097
4/26/2021,201303,NWCA16-3762,16-Jun-16,1,NY,WATER,REGULAR,ALS-MDT,43.119169,-76.590427,822840,822841,60,,0.006,,0.45,0.02,mg N/L,,,8.33,,605.2,8.33,ug/L,,,0.062,,6.16,1,mg/L,,0.2,,410,1,uS/cm @ 25C,,1.2,,16.6,2.5,mg/L,,0.01,L,0.01,0.05,mg N/L,,,,,30.9,,mg/L,,,7.44,Std. Units,,2500,,17500,5000,ug/L,,,0.064,,1.32,1,mg/L,,2,,30.8,2,mg N/L,,0.1,,571,1,NTU,1.861445783
4/26/2021,201304,NWCA16-4239,16-Jun-16,1,SC,WATER,REGULAR,ALS-MDT,32.90785,-79.68305,824050,824051,100,,0.03,ND,,0.1,mg N/L,,,5,,26.7,5,ug/L,,,15.5,,22400,250,mg/L,,0.2,,46700,1,uS/cm @ 25C,,1.2,,8.46,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.938,,mg/L,,,7.56,Std. Units,,10,,200,20,ug/L,,,16,,3230,250,mg/L,,0.1,,0.888,0.1,mg N/L,,0.1,,4,1,NTU,0.110874704
4/26/2021,201320,NWCA16-1610,17-Jun-16,1,CT,WATER,REGULAR,ALS-MDT,41.32847,-72.01842,823730,823731,250,,0.08,ND,,0.25,mg N/L,,,2,,12.816,2,ug/L,,,15.5,,16100,250,mg/L,,0.2,,37500,1,uS/cm @ 25C,,1.2,,14.2,2.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.68,,mg/L,,,7.4,Std. Units,,10,,48,20,ug/L,,,16,,2530,250,mg/L,,0.1,,0.63,0.1,mg N/L,,0.1,,10,1,NTU,0.047887324
4/26/2021,201321,NWCA16-2340,16-Jun-16,1,IL,WATER,REGULAR,ALS-MDT,37.48165,-88.44878,824840,824841,860,,0.006,ND,,0.02,mg N/L,,,0.58,,0.621,0.58,ug/L,,,0.12,,3.98,2,mg/L,,0.2,,151,1,uS/cm @ 25C,,0.24,,1.5,0.5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,0.15,,mg/L,,,7.44,Std. Units,,10,,34,20,ug/L,,,0.064,,33.4,1,mg/L,,0.1,ND,,0.1,mg N/L,,0.1,,2,1,NTU,0.1
4/26/2021,201322,NWCA16-3349,16-Jun-16,1,NC,WATER,REGULAR,ALS-MDT,35.64872,-76.00309,822560,822561,400,,0.006,ND,,0.02,mg N/L,,,1.25,,10.68,1.25,ug/L,,,0.31,,245,5,mg/L,,0.2,,843,1,uS/cm @ 25C,,2.4,,54.5,5,mg/L,,0.01,ND,,0.05,mg N/L,,,,,1.22,,mg/L,,,4.98,Std. Units,,5,,22,10,ug/L,,,0.064,,4.83,1,mg/L,,0.4,,1.17,0.4,mg N/L,,0.1,,3,1,NTU,0.022385321
4/26/2021,201323,NWCA16-5011,15-Jun-16,1,WI,WATER,REGULAR,WSLOH,43.93644,-89.1514,823460,823461,100,,0.015,,0.0301,,mg N/L,,,0.52,,12.5,,ug/L,,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 08/12/16 0000 | Analyzed past the 28 days holding time.,0.031,H,1.43,,mg/L,,10,,206,,uS/cm @ 25C,,0.3,,17.4,,mg/L,,0.019,ND,,,mg N/L,,,0.03,,1.24,,mg/L,,,7.09,Std. Units,,5,,52.8,,ug/L,,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 08/12/16 0000 | Analyzed past the 28 days holding time.,0.16,H,0.395,,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.1,,1.72,,NTU,0.071264368
4/26/2021,201324,NWCA16-5020,16-Jun-16,1,WI,WATER,REGULAR,WSLOH,44.07117,-90.19531,823410,823411,100,,0.015,,0.0322,,mg N/L,,,0.52,,1.76,,ug/L,,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 08/12/16 0000 | Analyzed past the 28 days holding time.,0.031,H,0.377,,mg/L,,10,,27,,uS/cm @ 25C,,0.3,,30.4,,mg/L,,0.019,ND,,,mg N/L,,,0.03,,1.41,,mg/L,,,5.38,Std. Units,,10,,23.6,,ug/L,,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 08/12/16 0000 | Analyzed past the 28 days holding time.,0.16,"ND,H",,,mg/L,Lab did not measure TKN,,,,,mg N/L,,0.1,,0.728,,NTU,0.046381579
4/26/2021,201370,NWCA16-2798,16-Jun-16,1,MD,WATER,REGULAR,ALS-MDT,38.42335,-76.16382,821890,821891,50,,0.006,,0.45,0.02,mg N/L,,,10,,64.08,10,ug/L,,,1.6,,905,25,mg/L,,0.2,,2870,1,uS/cm @ 25C,,2.4,,58.6,5,mg/L,,0.01,L,0.03,0.05,mg N/L,,,,,6.8,,mg/L,,,6.55,Std. Units,,10,,110,20,ug/L,,,0.064,,14.2,1,mg/L,,2,,6.75,2,mg N/L,,0.1,,118,1,NTU,0.116040956
