UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2013201,4/7/2021,NRS18_ND_10035,8/8/2018,1,2018,NRS_ND-10435,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Ransom,14254647,StreamRiverPer,321.03,Region_08,Target_Sampled,46006,109,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1030092,Maple River,H09,SR,H09020205,Maple,46.62079144,-97.54318839,Souris-Red-Rainy Region,H09,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Maple River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_TPL,NRS18_18,ND_RO_TPL,ND,R09020205000060,None,PROB,NHDPlusv2,North Dakota,Include,F38073,5,RiversOther,5,ND,Target,Non-Urban,Non-Urban,46,Northern Glaciated Plains,46i,Drift Plains,ND_RV_TPL,760.8168256,152.917033,-118587.7315,1019878.971,258.7826713
2013202,4/7/2021,NRS18_CA_10020,8/6/2018,2,2018,NRS_CA-10930,2018-19,WMTNS,West,XER,Xeric,Not_Border,Madera,19791983,ArtificialPathStreamPer,81.595,Region_09,Target_Sampled,55800,125,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,273488,San Joaquin River,H18,CA,H18040001,Middle San Joaquin-Lower Chowchilla,36.90881725,-119.776228,California Region,H18,San Joaquin River,MajorRiver,Not Miss River Basin,NMRB,11,MEDITERRANEAN CALIFORNIA,11.1,MEDITERRANEAN CALIFORNIA,San Joaquin River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,MajorRiver,CA,R18040001002704,None,PROB,NHDPlusV1,California,Include,F06039,5,RiversMajor,5,CA,Target,Urban,Non-Urban,7,Central California Valley,7d,Southern Hardpan Terraces,CA_RV_XER,416.141482,103.1546818,-2076856,194919.8,119.8824681
2013203,4/7/2021,NRS18_CA_10055,8/8/2018,1,2018,NRS_CA-11204,2018-19,WMTNS,West,XER,Xeric,Not_Border,Sacramento,15039097,ArtificialPathStreamPer,3.33,Region_09,Target_Sampled,55800,125,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,1654949,Sacramento River,H18,CA,H18020161,Upper Coon-Upper Auburn,38.63823103,-121.5636929,California Region,H18,Sacramento River,MajorRiver,Not Miss River Basin,NMRB,11,MEDITERRANEAN CALIFORNIA,11.1,MEDITERRANEAN CALIFORNIA,Sacramento River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRM_XER,NRS18_18,CA_RM_XER,CA,R18020161003630,None,PROB,NHDPlusv2,California,Include,F06067,7,RiversMajor,7,CA,Target,Urban,Non-Urban,7,Central California Valley,7e,Sacramento/Feather Riverine Alluvium,CA_RV_XER,394.4353847,103.1546818,-2177832.379,422269.9459,119.8824681
2013204,4/7/2021,NRS18_MD_10014,8/9/2018,1,2018,NRS_MD-10078,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Montgomery,4508558,StreamRiverPer,53.31,Region_03,Target_Sampled,46006,158,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,583536,Cabin John Creek,H02,MA,H02070008,Middle Potomac-Catoctin,38.99003699,-77.15981221,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Cabin John Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_SAP,NRS18_18,MD_SS_SAP,MD,R02070008000311,None,PROB,NHDPlusv2,Maryland,Include,F24031,2,SmallStreams,2,MD,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,MD_SS_SAP,3040.038574,755.5942914,1606175.294,326741.5892,1133.391437
2013205,4/7/2021,NRS18_AL_10019,8/9/2018,1,2018,NRS_AL-10091,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Butler,21457368,StreamRiverPer,102.25,Region_04,Target_Sampled,46006,153,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,155309,Wolf Creek,H03W,SA,H03150203,Middle Alabama,31.88017609,-86.78361624,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Wolf Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_CPL,NRS18_18,AL_SS_CPL,AL,R03150203000251,None,PROB,NHDPlusv2,Alabama,Include,F01013,2,SmallStreams,2,AL,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65d,Southern Hilly Gulf Coastal Plain,AL_SS_CPL,13652.0921,2088.119831,866665.9346,-586295.9353,3132.179747
2013206,4/7/2021,NRS18_OR_10071,8/9/2018,1,2018,NRS_OR-10634,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Marion,23781157,StreamRiverPer,278.82,Region_10,Target_Sampled,46006,121,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1119443,Cox Creek,H17,PN,H17090005,North Santiam,44.79284508,-122.5357681,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Cox Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_WMT,NRS18_18,OR_SS_WMT,OR,R17090005000357,None,PROB,NHDPlusv2,Oregon,Include,F41047,1,SmallStreams,1,OR,Target,Non-Urban,Non-Urban,4,Cascades,4a,Western Cascades Lowlands and Valleys,OR_SS_WMT,15184.98197,1659.076015,-2068819.013,1106602.817,1935.588684
2013207,4/7/2021,NRS18_PA_10032,8/8/2018,1,2018,NRS_PA-10113,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,McKean,8974046,StreamRiverPer,600.51,Region_03,Target_Sampled,46006,150,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1170214,Brewer Run,H05,MS,H05010001,Upper Allegheny,41.68346542,-78.45547253,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Brewer Run,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_NAP,NRS18_18,PA_SS_NAP,PA,R05010001000600,None,PROB,NHDPlusv2,Pennsylvania,Include,F42083,1,SmallStreams,1,PA,Target,Non-Urban,Non-Urban,62,North Central Appalachians,62d,Unglaciated High Allegheny Plateau,PA_SS_NAP,3520.292874,808.3872754,1441638.678,602164.5284,1046.148239
2013208,4/7/2021,NRS18_VT_10018,8/9/2018,1,2018,NRS_VT-10145,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Lamoille,4586458,StreamRiverPer,197.05,Region_01,Target_Sampled,46006,117,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1461856,Lamoille River,H02,MA,H04150405,Lamoille River,44.56353755,-72.56501577,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Lamoille River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseLS_NAP,NRS18_18,VT_LS_NAP,VT,R04150405008764,None,PROB,NHDPlusv2,Vermont,Include,F50015,4,LargeStreams,4,VT,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58c,Green Mountains/Berkshire Highlands,VT_LS_NAP,412.6281893,185.1737083,1838561.055,1018189.908,199.4178397
2013209,4/7/2021,NRS18_RI_10006,8/9/2018,1,2018,NRS_RI-10046,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Washington,6140940,StreamRiverPer,4.81,Region_01,Target_Sampled,46006,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1217605,Pawcatuck River,H01,NE,H01090005,Pawcatuck-Wood,41.39469232,-71.84151595,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Pawcatuck River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,RI_RiversOther_NAP,RI,R01090005000009,None,PROB,NHDPlusV1,Rhode Island,Include,F44009,5,RiversOther,5,RI,Target,Urban,Urban,59,Northeastern Coastal Zone,59g,Long Island Sound Coastal Lowland,RI_RV_NAP,22.01474,19.95379195,1983125,689824.7,21.12754442
2013210,4/7/2021,NRS18_VT_10009,8/7/2018,1,2018,NRS_VT-10136,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Orleans,4599757,StreamRiverPer,299.12,Region_01,Target_Sampled,46006,117,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1458850,Orcutt Brook,H01,NE,H04150500,St. Francois River,44.92641794,-72.08737253,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Orcutt Brook,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_NAP,NRS18_18,VT_SS_NAP,VT,R04150500006630,None,PROB,NHDPlusv2,Vermont,Include,F50019,2,SmallStreams,2,VT,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58l,Northern Piedmont,VT_SS_NAP,1269.954094,450.2132889,1865188.162,1066654.678,467.5291847
2013211,4/7/2021,NRS18_VT_10012,8/7/2018,1,2018,NRS_VT-10139,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Orleans,4599757,StreamRiverPer,406.57,Region_01,Target_Sampled,46006,117,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1458850,Orcutt Brook,H01,NE,H04150500,St. Francois River,44.94365739,-72.04422356,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Orcutt Brook,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_NAP,NRS18_18,VT_SS_NAP,VT,R04150500006630,None,PROB,NHDPlusv2,Vermont,Include,F50019,2,SmallStreams,2,VT,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58l,Northern Piedmont,VT_SS_NAP,1269.954094,450.2132889,1868003.715,1069360.324,467.5291847
2013212,4/7/2021,NRS18_AR_10014,8/9/2018,1,2018,NRS_AR-10205,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Johnson,7765651,StreamRiverPer,183.31,Region_06,Target_Sampled,46006,147,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,72415,Little Piney Creek,H11,MS,H11110202,Dardanelle Reservoir,35.56232577,-93.28855047,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Little Piney Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseLS,NRS18_13_TSS,AR_LargeStreams_SAP,AR,R11110202000258,None,PROB,NHDPlusV1,Arkansas,Include,F05071,4,LargeStreams,4,AR,Target,Non-Urban,Non-Urban,38,Boston Mountains,38b,Lower Boston Mountains,AR_LS_SAP,3865.282551,660.7796955,243604.1,-213577,1123.325482
2013213,4/7/2021,NRS18_IL_10037,8/9/2018,1,2018,NRS_IL-10131,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Pope,11869498,StreamRiverPer,99.36,Region_05,Target_Sampled,46006,150,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,424607,Bay Creek,H05,MS,H05140203,Lower Ohio-Bay,37.26199019,-88.51406065,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Bay Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_SAP,NRS18_18,IL_RO_SAP,IL,R05140203000198,None,PROB,NHDPlusv2,Illinois,Include,F17151,5,RiversOther,5,IL,Target,Non-Urban,Non-Urban,71,Interior Plateau,71n,Southern Shawnee Hills,IL_RV_CPLSAPUMW,85.25471448,12.62891277,656972.2154,-783.8851938,18.24176288
2013214,4/7/2021,NRS18_PA_10019,8/9/2018,1,2018,NRS_PA-10103,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Jefferson,4737583,StreamRiverPer,417.77,Region_03,Target_Sampled,46006,150,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1169575,Big Run,H05,MS,H05010006,Middle Allegheny-Redbank,41.02334786,-78.90571919,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Big Run,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseSS,NRS18_13_TSS,PA_SmallStreams_SAP,PA,R05010006000301,None,PROB,NHDPlusV1,Pennsylvania,Include,F42065,2,SmallStreams,2,PA,Target,Non-Urban,Non-Urban,70,Western Allegheny Plateau,70c,Pittsburgh Low Plateau,PA_SS_SAP,13148.06,4922.440971,1418267,522720.8,5469.378856
2013215,4/7/2021,NRS18_WI_10046,8/8/2018,1,2018,NRS_WI-10194,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Menominee,9027229,StreamRiverPer,377.29,Region_05,Target_Sampled,46006,116,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1572151,Red River,H04,GL,H04030202,Wolf,45.02691857,-88.97934453,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Red River,Tribal Land,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseLS_UMW,NRS18_18,WI_LS_UMW,WI,R04030202000236,None,PROB,NHDPlusv2,Wisconsin,Include,F55078,3,LargeStreams,3,WI,Target,Non-Urban,Non-Urban,51,North Central Hardwood Forests,51e,Upper Wolf River Stagnation Moraine,WI_LS_UMW,971.9797738,255.0878932,552104.9292,862332.6737,345.1189143
2013216,4/7/2021,NRS18_WI_10263,8/9/2018,1,2018,NRS_WI-10221,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Menominee,9031331,StreamRiverPer,261.97,Region_05,Target_Sampled,46006,116,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1570875,Oshkosh Creek,H04,GL,H04030202,Wolf,44.87823686,-88.6715616,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Oshkosh Creek,Tribal Land,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_UMW,NRS18_18,WI_SS_UMW,WI,R04030202001641,None,PROB,NHDPlusv2,Wisconsin,Include,F55078,1,SmallStreams,1,WI,Target,Non-Urban,Non-Urban,51,North Central Hardwood Forests,51f,Green Bay Till and Lacustrine Plain,WI_SS_UMW,5174.791836,639.0014365,577536.7555,847662.2216,741.2416663
2013217,4/7/2021,NRS18_UT_10435,8/7/2018,1,2018,NRS_UT-10388,2018-19,WMTNS,West,XER,Xeric,Not_Border,Uintah,1370120,StreamRiverPer,1526.73,Region_08,Target_Sampled,46006,130,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1428399,Green River,H14,CO,H14060001,Bayou Meto,40.53997749,-109.0681634,Upper Colorado Region,H14,Green River Colorado Trib,MajorRiver,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Green River,NPS,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRO,NRS18_18,Other,UT,R14060001000156,None,PROB,NHDPlusv2,Utah,Include,F49047,8,RiversMajor,8,UT,Target,Non-Urban,Non-Urban,20,Colorado Plateaus,20c,Semiarid Benchlands and Canyonlands,UT_RV_XER,322.9571429,114.9298217,-1094088.054,416028.7267,172.3947325
2013218,4/7/2021,NRS18_TX_10036,8/9/2018,1,2018,NRS_TX-10286,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Hardin,1166435,StreamRiverPer,9.01,Region_06,Target_Sampled,46006,141,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1376595,Village Creek,H12,TX,H12020006,Village,30.36434549,-94.26185268,Rio Grande-Texas-Gulf Region,H12_13,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Village Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_CSH_RO_Base,NRS18_18,TX_CSH_RO,TX,R12020006000012,None,PROB,NHDPlusv2,Texas,Include,F48199,5,RiversOther,5,TX,Target,Non-Urban,Non-Urban,35,South Central Plains,35f,Flatwoods,TX_RV_CPL,1038.159057,206.5353538,166778.3451,-795438.0368,242.4545458
2013219,4/7/2021,NRS18_ID_10042,8/9/2018,1,2018,NRS_ID-10397,2018-19,WMTNS,West,XER,Xeric,Not_Border,Canyon,23300436,ArtificialPathStreamPer,689.62,Region_10,Target_Sampled,55800,121,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,1533479,Snake River,H17,PN,H17050103,Middle Snake-Succor,43.30879159,-116.5772537,Pacific Northwest Region,H17,Snake River,MajorRiver,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Snake River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRM_XER,NRS18_18,ID_RM_XER,ID,R17050103000282,None,PROB,NHDPlusv2,Idaho,Include,F16027,7,RiversMajor,7,ID,Target,Non-Urban,Non-Urban,12,Snake River Plain,12a,Treasure Valley,ID_RV_XER,549.7005955,116.1429018,-1648190.777,829542.3666,190.8061958
2013220,4/7/2021,NRS18_FL_10012,8/9/2018,1,2018,NRS_FL-10185,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Collier,16766866,CanalDitch,0.86,Region_04,Target_Sampled,33600,156,Include,Include,Include,Include,Include,Not_USFS,CanalDitch,0,None,H03S,SA,H03090204,Big Cypress Swamp,26.17973048,-81.67099279,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,15,TROPICAL WET FORESTS,15.4,EVERGLADES,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_CPL,NRS18_18,FL_SS_CPL,FL,R03090204004825,None,PROB,NHDPlusv2,Florida,Include,F12021,0,SmallStreams,0,FL,Target,Urban,Non-Urban,76,Southern Florida Coastal Plain,76b,Big Cypress,FL_SS_CPL,15210.73104,1084.88025,1439215.714,-1150607.37,1996.17966
2013221,4/7/2021,NRS18_AR_10015,8/10/2018,1,2018,NRS_AR-10212,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Pope,7765979,StreamRiverPer,149.095,Region_06,Target_Sampled,46006,147,Include,Include,Include,Exclude,Include,East,StreamRiver,76343,Big Piney Creek,H11,MS,H11110202,Dardanelle Reservoir,35.54235418,-93.16001748,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Big Piney Creek,USFS,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRO,NRS18_13_TSS,AR_RiversOther_SAP,AR,R11110202000142,None,PROB,NHDPlusV1,Arkansas,Include,F05115,5,RiversOther,5,AR,Target,Non-Urban,Non-Urban,38,Boston Mountains,38b,Lower Boston Mountains,AR_RV_SAP,730.0606985,215.1246255,255215.3,-215474.4,272.4911923
2013222,4/7/2021,NRS18_AL_10009,8/10/2018,2,2018,NRS_AL-10067,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Geneva,2214044,StreamRiverPer,42.215,Region_04,Target_Sampled,46006,154,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,159609,Flat Creek,H03W,SA,H03140202,Pea,31.11972121,-86.15248721,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Flat Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,AL_LargeStreams_CPL,AL,R03140202000580,None,PROB,NHDPlusV1,Alabama,Include,F01061,4,LargeStreams,4,AL,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65g,Dougherty Plain,AL_LS_CPL,5481.270522,1068.546035,934564.6,-664540.3,1202.114289
2013223,4/7/2021,NRS18_RI_10199,8/10/2018,1,2018,NRS_RI-10090,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Washington,6140034,StreamRiverPer,36.66,Region_01,Target_Sampled,46006,118,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1217895,Baker Brook,H01,NE,H01090005,Pawcatuck-Wood,41.54289668,-71.6956366,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Baker Brook,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_NAP,NRS18_18,RI_SS_NAP,RI,R01090005000232,None,PROB,NHDPlusv2,Rhode Island,Include,F44009,1,SmallStreams,1,RI,Target,Non-Urban,Non-Urban,59,Northeastern Coastal Zone,59c,Southern New England Coastal Plains and Hills,RI_SS_CPLNAP,419.5686334,28.45607518,1990642.331,708926.3303,39.52232664
2013225,4/7/2021,NRS18_CO_10026,8/8/2018,1,2018,NRS_CO-10328,2018-19,WMTNS,West,XER,Xeric,Not_Border,Routt,1353028,StreamRiverPer,1932.25,Region_08,Target_Sampled,46006,130,Include,Include,Include,Include,Exclude,Not_USFS,StreamRiver,169566,Yampa River,H14,CO,H14050001,Upper Yampa,40.51532943,-107.2359869,Upper Colorado Region,H14,Yampa River,MajorRiver,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Yampa River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,CO,R14050001000160,None,PROB,NHDPlusV1,Colorado,Include,F08107,6,RiversMajor,6,CO,Target,Non-Urban,Non-Urban,18,Wyoming Basin,18a,Rolling Sagebrush Steppe,CO_RV_XER,495.1800898,68.52126026,-941795.1,393664.4,102.7818904
2013226,4/7/2021,NRS18_CO_10002,8/9/2018,2,2018,NRS_CO-10224,2018-19,WMTNS,West,XER,Xeric,Not_Border,Mesa,3232663,ArtificialPathStreamPer,1437.085,Region_08,Target_Sampled,55800,130,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,201748,Gunnison River,H14,CO,H14020005,Lower Gunnison,38.86531332,-108.398139,Upper Colorado Region,H14,Gunnison River,Additional,Not Miss River Basin,NMRB,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Gunnison River,BLM,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,Additional,CO,R14020005000042,None,PROB,NHDPlusV1,Colorado,Include,F08077,6,RiversMajor,6,CO,Target,Non-Urban,Non-Urban,20,Colorado Plateaus,20b,Shale Deserts and Sedimentary Basins,CO_RV_XER,342.639018,68.52126026,-1062732.418,222448.842,102.7818904
2013227,4/7/2021,NRS18_CO_10003,8/10/2018,2,2018,NRS_CO-10226,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Eagle,1321066,StreamRiverPer,3276.825,Region_08,Target_Sampled,46006,130,Include,Include,Include,Include,Include,West,StreamRiver,179803,East Fork Homestake Creek,H14,CO,H14010003,Eagle,39.36936448,-106.4524344,Upper Colorado Region,H14,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,East Fork Homestake Creek,USFS,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,CO_Streams_CO_1st,CO,R14010003000478,None,PROB,NHDPlusV1,Colorado,Include,F08037,1,SmallStreams,1,CO,Target,Non-Urban,Non-Urban,21,Southern Rockies,21b,Crystalline Subalpine Forests,CO_SS_WMT,8365.229029,1354.84838,-890487.335,258542.09,1854.003047
2013228,4/7/2021,NRS18_AR_10001,8/12/2018,1,2018,NRS_AR-10067,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Pike,22699450,StreamRiverPer,94.72,Region_06,Target_Sampled,46006,145,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,55288,Suck Creek,H08,MS,H08040103,Little Missouri,34.06488091,-93.44225956,Lower Mississippi Region,H08,Not Major River,NotMajorRiver,Lower Mississippi Region,H08,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Suck Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseStream,NRS18_08_TSS,AR_Streams_AR_1st2n,AR,R08040103000834,None,PROB,NHDPlusV1,Arkansas,Include,F05109,2,SmallStreams,2,AR,Target,Non-Urban,Non-Urban,36,Ouachita Mountains,36a,Athens Plateau,AR_SS_SAP,10391.4512,827.2081576,234305.631,-381405.251,1167.823281
